ID	Chr	Start	End	SummitPosition	Height	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Symbol	Description	Npas2_CT0/ Tag Count in given bp (10403757.0 Total, normalization factor = 0.96, effective total = 10000000)	Npas2_CT4/ Tag Count in given bp (10403757.0 Total, normalization factor = 0.96, effective total = 10000000)	Npas2_CT8/ Tag Count in given bp (10403757.0 Total, normalization factor = 0.96, effective total = 10000000)	Npas2_CT12/ Tag Count in given bp (10403757.0 Total, normalization factor = 0.96, effective total = 10000000)	Npas2_CT16/ Tag Count in given bp (10403757.0 Total, normalization factor = 0.96, effective total = 10000000)	Npas2_CT20/ Tag Count in given bp (10403757.0 Total, normalization factor = 0.96, effective total = 10000000)	Npas2_Input/ Tag Count in given bp (10403757.0 Total, normalization factor = 0.96, effective total = 10000000)	ARSER(PeakID)	filter_type	ar_method	period_number	period	amplitude	phase	mean	R_square	R2_adjust	coef_var	pvalue	qvalue	fdr_BH
1968	chr9	121834311	121834710	121834520	7	Intergenic	Lx8|LINE|L1	-9087	uc009sef.2	Cyp8b1	7-alpha-hydroxycholest-4-en-3-one	1.92	0.96	9.61	3.84	0	1.92	0.96	Npas2-1968	0	burg	1	22.6818181818	3.0262518904	9.0740027564	3.0416666667	0.4766935175	0.360403188	1.0386273546	0.0542503465	0.0059866248	0.0896519006
1969	chr10	7559361	7559700	7559540	7	intron (uc007eiq.2, intron 1 of 5)	intron (NM_172785, intron 1 of 5)	7262	uc007eiq.2	Zc3h12d	probable ribonuclease ZC3H12D	5.77	2.88	8.65	2.88	1.92	0	0.96	Npas2-1969	0	mle	1	24.6419753086	2.4001955027	6.5307805528	3.6833333333	0.4109325318	0.28002865	0.7597682568	0.0924150443	0.0088841801	0.1330438534
1970	chr10	24589651	24589820	24589735	7	promoter-TSS (uc007ere.2)	promoter-TSS (NM_001166416)	-57	uc007ere.2	Med23	mediator of RNA polymerase II transcription	6.73	0.96	2.88	2.88	0	1.92	0	Npas2-1970	0	mle	1	26.091503268	1.2798697557	25.1650652485	2.5616666667	0.1975445708	0.0192211421	0.829892126	0.3714446768	0.0276233792	0.4136702273
1971	chr10	25255321	25255680	25255430	7	intron (uc007erv.2, intron 1 of 1)	intron (NM_001195596, intron 1 of 1)	578	uc007erv.2	2010003K15Rik	hypothetical protein LOC75606	0.96	1.92	8.65	2.88	3.84	0.96	2.88	Npas2-1971	1	mle	1	23.9041916168	2.7871900251	9.6010923496	3.2016666667	0.5589660748	0.4609585359	0.8252651481	0.0251260367	0.0035149455	0.0526375976
1972	chr10	34001761	34002030	34001935	7	promoter-TSS (uc007eut.2)	promoter-TSS (NM_009433)	-101	uc007eut.2	Tspyl1	testis-specific Y-encoded-like protein 1	7.69	1.92	4.81	2.88	0	2.88	1.92	Npas2-1972	1	mle	1	25.9220779221	1.6532485634	0.0897238778	3.3633333333	0.2699310171	0.1076934653	0.7147674809	0.2427378718	0.0192503969	0.2882817481
1973	chr10	40232091	40232251	40232185	7	Intergenic	ID_B1|SINE|B4	-57997	uc007ewz.1	Slc22a16	solute carrier family 22 member 16	3.84	5.77	6.73	1.92	4.81	0.96	0.96	Npas2-1973	0	burg	1	25.106918239	1.7105595217	6.1488778601	4.005	0.380308662	0.2425994758	0.5079921449	0.1160885576	0.0105719053	0.158318157
1974	chr10	40349571	40349820	40349685	7	promoter-TSS (uc007exa.2)	promoter-TSS (NM_027442)	-122	uc007exa.2	Ddo	D-aspartate oxidase	3.84	4.81	8.65	5.77	0.96	0	2.88	Npas2-1974	0	burg	1	23.7619047619	3.6065270511	7.9719472755	4.005	0.8392412645	0.803517101	0.7256612702	0.0002677846	0.0002528062	0.0037858651
1975	chr10	44820381	44820780	44820520	7	intron (uc007ezx.1, intron 6 of 14)	Lx8|LINE|L1	33560	uc007ezx.1	Prep	prolyl endopeptidase	8.65	3.84	2.88	2.88	2.88	0.96	0.96	Npas2-1975	1	burg	1	27.9160839161	1.7767448895	26.137126385	3.6816666667	0.3422326975	0.1960621858	0.6470023148	0.1518186986	0.013079547	0.1958710095
1976	chr10	62486781	62487170	62486960	7	promoter-TSS (uc007fjq.2)	promoter-TSS (NM_001079824)	-285	uc007fjr.1	Pbld2	phenazine biosynthesis-like domain-containing	5.77	4.81	6.73	6.73	10.57	7.69	0	Npas2-1976	1	burg	1	22.6818181818	1.9109403252	16.3674355701	7.05	0.5996475143	0.5106802953	0.2567650156	0.016255165	0.0026070922	0.0390421613
1977	chr10	62523981	62524320	62524205	7	promoter-TSS (uc007fju.1)	promoter-TSS (NM_026701)	-156	uc007fju.1	Pbld1	phenazine biosynthesis-like domain-containing	4.81	1.92	8.65	1.92	3.84	2.88	3.84	Npas2-1977	0	burg	1	23.3450292398	1.0688280371	7.8084626393	4.0033333333	0.1083598431	-0.089782414	0.5787712812	0.5968336324	0.041727779	0.6248887832
1978	chr10	67520611	67520880	67520715	7	Intergenic	Charlie1|DNA|MER1_type	78399	uc007fmd.1	Rtkn2	rhotekin-2	6.73	7.69	9.61	6.73	4.81	0.96	2.88	Npas2-1978	0	mle	1	25.2658227848	3.1521972421	6.8369744796	6.0883333333	0.7668080504	0.7149876171	0.4433944806	0.0014279434	0.0006019465	0.0090143699
1979	chr10	68613781	68614061	68613985	7	Intergenic	Intergenic	-61484	uc007fmp.1	Rhobtb1	rho-related BTB domain-containing protein 1	8.65	2.88	6.73	4.81	4.81	0	0	Npas2-1979	0	default	1	24	1.0090279203	7.7181401473	4.6466666667	0.0769167739	-0.1282128319	0.5902413566	0.6975636901	0.0480249489	0.7191912106
1980	chr10	68681831	68682070	68681940	7	intron (uc007fmp.1, intron 2 of 10)	intron (NM_001081347, intron 2 of 10)	-6104	uc007fmn.1	AK044689	Mus musculus adult retina cDNA, RIKEN full-length enriched library, clone:A930033H14 product:unclassifiable, full insert sequence.	7.69	3.84	2.88	4.81	1.92	0	3.84	Npas2-1980	0	default	1	24	1.0086713287	4	3.5233333333	0.1079870761	-0.0902380181	0.6807328021	0.5979572833	0.0417692934	0.6255104767
1981	chr10	69389871	69390030	69389950	7	intron (uc007fmx.1, intron 24 of 42)	RSINE1|SINE|B4	-79007	uc007fno.1	AK046981	Mus musculus 10 days neonate cerebellum cDNA, RIKEN full-length enriched library, clone:B930009B17 product:unclassifiable, full insert sequence.	6.73	4.81	7.69	1.92	0.96	0.96	0	Npas2-1981	0	mle	1	24.7950310559	2.5859341958	4.2448379185	3.845	0.5620970356	0.4647852657	0.7074134189	0.0243332705	0.0034363386	0.0514604293
1982	chr10	74515641	74516011	74515875	7	3' UTR (uc007fpx.1, exon 11 of 11)	3' UTR (NM_029781, exon 11 of 11)	-7815	uc007fqb.2	Bcr	breakpoint cluster region protein	8.65	12.5	5.77	7.69	4.81	3.84	0.96	Npas2-1982	0	burg	1	27.5310344828	2.3635755241	2.0015385309	7.21	0.4353928561	0.3099246019	0.3982885408	0.0763587236	0.0077220227	0.1156401195
1983	chr10	76554391	76554710	76554535	7	intron (uc007fvg.1, intron 2 of 40)	intron (NM_009929, intron 3 of 41)	21900	uc007fvg.1	Col18a1	collagen alpha-1(XVIII) chain isoform 1	4.81	4.81	6.73	11.53	5.77	0.96	0.96	Npas2-1983	1	mle	1	23.0751445087	3.6064414297	11.2880506644	5.7683333333	0.6909164212	0.6222311815	0.5439872173	0.0050738976	0.0012986253	0.0194473899
1984	chr10	79396971	79397161	79397085	7	intron (uc007gap.1, intron 3 of 8)	intron (NM_007880, intron 3 of 8)	7249	uc007gap.1	Arid3a	AT-rich interactive domain-containing protein	4.81	2.88	6.73	4.81	1.92	0.96	0	Npas2-1984	0	burg	1	24.0481927711	1.9166171509	7.9978691209	3.685	0.5248752516	0.4192919741	0.5312227609	0.0351264643	0.0044268586	0.0662938306
1985	chr10	79794941	79795131	79795045	7	intron (uc007gct.1, intron 1 of 5)	intron (NM_139292, intron 1 of 5)	2121	uc007gct.1	Reep6	receptor expression-enhancing protein 6	1.92	6.73	4.81	2.88	1.92	0.96	0.96	Npas2-1985	1	mle	1	23.2093023256	2.2867541027	6.8974180084	3.2033333333	0.7073602679	0.6423292163	0.6171506575	0.0039673435	0.001116435	0.0167190236
1986	chr10	80205071	80205530	80205275	7	promoter-TSS (uc007gek.1)	promoter-TSS (NM_007460)	-344	uc007gek.1	Ap3d1	AP-3 complex subunit delta-1	10.57	0.96	5.77	8.65	3.84	0	1.92	Npas2-1986	0	default	1	24	1.1405860877	10.865976698	4.965	0.0478124206	-0.1637848192	0.7695866881	0.8021420886	0.0544872251	0.8159661659
1987	chr10	80377251	80377500	80377360	7	intron (uc007gfk.1, intron 1 of 11)	intron (NM_010722, intron 1 of 11)	3615	uc007gfk.1	Lmnb2	lamin-B2	4.81	7.69	6.73	3.84	0.96	1.92	0.96	Npas2-1987	1	mle	1	23.4823529412	2.9400532032	5.8109358746	4.325	0.8548503974	0.8225949302	0.5559155208	0.0001691108	0.0001989688	0.0029796312
1988	chr10	82204761	82204950	82204855	7	TTS (uc007gjt.1)	TTS (NM_001081218)	22031	uc007gjv.1	Nfyb	nuclear transcription factor Y subunit beta	2.88	4.81	3.84	6.73	1.92	0.96	2.88	Npas2-1988	0	mle	1	24.1939393939	2.0391491121	8.7675507463	3.5233333333	0.5957601422	0.5059290627	0.5384365206	0.0169775921	0.0026820328	0.0401644239
1989	chr10	82255151	82255490	82255260	7	Intergenic	Lx8|LINE|L1	-19548	uc007gjx.1	AK006461	Mus musculus adult male testis cDNA, RIKEN full-length enriched library, clone:1700028I16 product:hypothetical protein, full insert sequence.	2.88	9.61	2.88	1.92	3.84	0	4.81	Npas2-1989	0	mle	1	24.490797546	2.1595771719	4.7167697209	3.5216666667	0.2900523195	0.1322861683	0.8436269753	0.2140516357	0.0172973594	0.2590342962
1990	chr10	84272781	84273131	84272985	7	intron (uc007gkv.1, intron 3 of 17)	B1F1|SINE|Alu	54163	uc007gkv.1	Rfx4	transcription factor RFX4 isoform 1	8.65	3.84	6.73	2.88	0.96	0.96	1.92	Npas2-1990	0	default	1	24	2.1708857809	4	4.0033333333	0.3555401122	0.2123268038	0.7126625356	0.1384782323	0.0121696363	0.1822447639
1991	chr10	84347971	84348270	84348155	7	intron (uc007gkv.1, intron 15 of 17)	B3A|SINE|B2	-32241	uc007gkx.1	Ric8b	synembryn-B isoform 2	7.69	0	6.73	2.88	2.88	2.88	4.81	Npas2-1991	1	mle	1	27.156462585	0.6006518888	25.6726889571	3.8433333333	0.027473383	-0.188643643	0.6775371712	0.882179037	0.0594881898	0.890857445
1992	chr10	84507011	84507240	84507125	7	Intergenic	Intergenic	58115	uc007gla.2	Fhl4	four and a half LIM domains 4	5.77	8.65	6.73	7.69	6.73	0.96	2.88	Npas2-1992	0	yule-walker	1	26.091503268	2.5217577891	7.2443658341	6.0883333333	0.5299844402	0.425536538	0.4042877717	0.0334583916	0.0042747274	0.0640156098
1993	chr10	86167361	86167590	86167475	7	intron (uc007gqi.1, intron 1 of 17)	intron (NM_011631, intron 1 of 17)	714	uc007gqi.1	Hsp90b1	endoplasmin	6.73	3.84	5.77	2.88	4.81	0.96	1.92	Npas2-1993	0	default	1	24	0.7684908457	5.4091916258	4.165	0.0947757491	-0.1063851956	0.4555517849	0.638855754	0.0443120561	0.6635892808
1994	chr10	86514501	86514691	86514595	7	Intergenic	MER63A|DNA|AcHobo	-6195	uc011xld.1	1700113H08Rik	hypothetical protein LOC76640	6.73	5.77	4.81	6.73	1.92	0.96	0	Npas2-1994	1	burg	1	27.9160839161	1.8819053591	3.5634964843	4.4866666667	0.4274491461	0.300215623	0.5053240388	0.0813136208	0.0080882126	0.1211239487
1995	chr10	88921461	88921900	88921665	7	intron (uc007gsg.2, intron 7 of 8)	intron (NM_001163504, intron 8 of 9)	-14968	uc007gsd.1	Gas2l3	GAS2-like protein 3	2.88	0.96	11.53	4.81	5.77	1.92	6.73	Npas2-1995	1	burg	1	23.4823529412	3.309954408	10.5800963991	4.645	0.4626595017	0.3432505021	0.7499848886	0.0611115194	0.0065101142	0.0974913464
1996	chr10	88985361	88985580	88985470	7	Intergenic	MER58B|DNA|MER1_type	-16067	uc007gsg.2	Nr1h4	bile acid receptor isoform 1	2.88	0.96	1.92	6.73	3.84	1.92	2.88	Npas2-1996	0	burg	1	22.0552486188	2.0174898372	14.5238635596	3.0416666667	0.5623030861	0.4650371052	0.6167762848	0.024281789	0.0034333995	0.0514164159
1997	chr10	95305471	95305710	95305600	7	Intergenic	Intergenic	96877	uc007gws.1	AK169506	Mus musculus adult male gall bladder cDNA, RIKEN full-length enriched library, clone:G630086B13 product:unclassifiable, full insert sequence.	0.96	3.84	7.69	4.81	2.88	2.88	2.88	Npas2-1997	1	mle	1	23.0751445087	2.5206341289	9.53607236	3.8433333333	0.7644526292	0.712108769	0.5405974954	0.0014940054	0.000615053	0.0092106447
1998	chr10	111409621	111409910	111409755	7	promoter-TSS (uc007hai.2)	promoter-TSS (NM_178610)	14	uc007hai.2	Krr1	KRR1 small subunit processome component homolog	8.65	3.84	4.81	3.84	1.92	1.92	0.96	Npas2-1998	0	default	1	24	1.4672881185	2.5204077935	4.1633333333	0.2571043607	0.0920164409	0.5443990474	0.2625277043	0.0205348306	0.3075166147
1999	chr10	118137241	118137530	118137415	7	Intergenic	Intergenic	19099	uc007hdz.1	AK089123	Mus musculus 10 days neonate olfactory brain cDNA, RIKEN full-length enriched library, clone:E530004E06 product:unclassifiable, full insert sequence.	7.69	4.81	6.73	7.69	3.84	3.84	3.84	Npas2-1999	0	mle	1	25.7548387097	1.0136907627	6.415980401	5.7666666667	0.1989994163	0.0209992866	0.2890092484	0.3684238583	0.027424601	0.4106934512
2000	chr10	118677461	118677731	118677630	7	promoter-TSS (uc007hec.2)	promoter-TSS (NM_027994)	-485	uc007hec.2	Cand1	cullin-associated NEDD8-dissociated protein 1	7.69	3.84	2.88	2.88	0	1.92	1.92	Npas2-2000	0	mle	1	27.5310344828	2.1164341926	26.3939518423	3.2016666667	0.5152686648	0.4075505903	0.7286333221	0.038437482	0.0046940446	0.0702950387
2001	chr10	120803121	120803440	120803235	7	intron (uc007hfo.1, intron 1 of 13)	intron (NM_029364, intron 1 of 13)	1134	uc007hfo.1	Gns	N-acetylglucosamine-6-sulfatase precursor	4.81	9.61	6.73	2.88	2.88	3.84	2.88	Npas2-2001	0	burg	1	22.9425287356	2.7974774412	5.1073904577	5.125	0.7053119418	0.6398257066	0.4680334648	0.0040938452	0.0011299764	0.016921811
2002	chr10	124765431	124765630	124765530	7	promoter-TSS (uc007hgy.1)	promoter-TSS (NM_011391)	61	uc007hgy.1	Slc16a7	monocarboxylate transporter 2	0.96	1.92	3.84	6.73	0	0.96	0.96	Npas2-2002	1	burg	1	23.0751445087	2.4609415501	10.3023470131	2.4016666667	0.6120612169	0.5258525984	0.9458291723	0.0141069912	0.0023867129	0.0357419006
2003	chr10	126844501	126844800	126844685	7	intron (uc007hjl.2, intron 2 of 25)	RSINE1|SINE|B4	17283	uc007hjl.2	R3hdm2	R3H domain-containing protein 2 isoform 1	0.96	2.88	8.65	3.84	0.96	0	0.96	Npas2-2003	0	burg	1	22.6818181818	3.5447117459	9.102523369	2.8816666667	0.7954133074	0.7499495979	1.0005785362	0.0007924068	0.0004097617	0.0061363317
2004	chr10	127058801	127059210	127058855	7	promoter-TSS (uc007hjx.1)	promoter-TSS (NM_008512)	-801	uc007hjx.1	Lrp1	prolow-density lipoprotein receptor-related	12.5	6.73	12.5	4.81	7.69	1.92	0	Npas2-2004	0	default	1	24	2.0914642413	5.5672675667	7.6916666667	0.1701233981	-0.0142936246	0.5001083893	0.4320766926	0.0313920468	0.4701074061
2005	chr10	127396251	127396600	127396345	7	Intergenic	Intergenic	48139	uc007hky.1	Hsd17b6	17-beta-hydroxysteroid dehydrogenase type 6	7.69	8.65	5.77	4.81	5.77	0.96	1.92	Npas2-2005	1	burg	1	27.3424657534	1.9064389659	2.9513083522	5.6083333333	0.4007476324	0.2675804396	0.4360406327	0.0998260561	0.0093904937	0.140626085
2006	chr11	3863581	3863811	3863695	7	promoter-TSS (uc007hua.1)	promoter-TSS (NM_022889)	-282	uc007hua.1	Pes1	pescadillo homolog	2.88	6.73	6.73	7.69	2.88	0.96	1.92	Npas2-2006	0	mle	1	24.1939393939	3.2802343752	8.5136618841	4.645	0.8814135255	0.8550609756	0.5401911982	6.81017404703E-005	0.0001313185	0.0019665432
2007	chr11	3935971	3936350	3936065	7	intron (uc007hue.1, intron 2 of 11)	intron (NM_146013, intron 2 of 11)	4375	uc007hue.1	Sec14l4	SEC14-like protein 4	2.88	4.81	3.84	7.69	0	2.88	2.88	Npas2-2007	0	burg	1	22.6818181818	1.836465112	8.9588356125	3.6833333333	0.3280400751	0.1787156474	0.6289911773	0.167126446	0.0141054463	0.2112342286
2008	chr11	4016791	4017070	4016965	7	intron (uc007huh.1, intron 1 of 11)	intron (NM_144520, intron 1 of 11)	1802	uc007huh.1	Sec14l2	SEC14-like protein 2	7.69	4.81	8.65	1.92	0.96	0.96	1.92	Npas2-2008	0	mle	1	24.95	2.8156166597	4.052242031	4.165	0.5045727536	0.39447781	0.7499619886	0.0424042604	0.0050585819	0.0757541173
2009	chr11	5398491	5398720	5398605	7	Intergenic	Intergenic	-22365	uc007hwm.1	Xbp1	X-box-binding protein 1	3.84	6.73	6.73	3.84	5.77	0	0.96	Npas2-2009	0	burg	1	25.106918239	2.3015471161	7.4409095955	4.485	0.5046769501	0.3946051612	0.5203473132	0.0423641427	0.0050585819	0.0757541173
2010	chr11	7053291	7053430	7053315	7	intron (uc007hzf.1, intron 14 of 19)	intron (NM_009622, intron 14 of 19)	-44430	uc007hzh.2	Igfbp1	insulin-like growth factor-binding protein 1	0.96	1.92	3.84	1.92	0.96	0	1.92	Npas2-2010	0	mle	1	24.0481927711	1.5380822184	8.2660515152	1.6	0.8558931863	0.8238694499	0.7483314774	0.0001637119	0.000194065	0.0029061944
2011	chr11	20377541	20377791	20377655	7	Intergenic	Intergenic	31266	uc011xrx.1	Gm12034	40S ribosomal protein S17	1.92	7.69	3.84	2.88	0.96	1.92	1.92	Npas2-2011	0	burg	1	23.2093023256	2.3434364019	5.8658703639	3.2016666667	0.5828915937	0.4902008367	0.6862717896	0.0195488062	0.0029408812	0.0440407743
2012	chr11	21327541	21327900	21327670	7	Intergenic	Intergenic	-56838	uc007ids.2	Ugp2	UTP--glucose-1-phosphate uridylyltransferase	1.92	2.88	9.61	8.65	3.84	2.88	5.77	Npas2-2012	0	burg	1	23.0751445087	3.8176060789	10.6607407745	4.9633333333	0.8400406785	0.8044941626	0.6065963804	0.0002618442	0.0002515061	0.0037663956
2013	chr11	29071981	29072310	29072070	7	promoter-TSS (uc007igs.2)	promoter-TSS (NM_134034)	-762	uc007igs.2	Smek2	serine/threonine-protein phosphatase 4	5.77	2.88	7.69	6.73	4.81	0.96	1.92	Npas2-2013	0	burg	1	22.8114285714	2.1676080188	10.7754668268	4.8066666667	0.4914036975	0.378382297	0.4763090714	0.047717688	0.0055074076	0.0824754476
2014	chr11	31725031	31725250	31725085	7	promoter-TSS (uc011xsw.1)	Intergenic	-593	uc011xsw.1	AK158188	Mus musculus 0 day neonate kidney cDNA, RIKEN full-length enriched library, clone:D630024D03 product:unclassifiable, full insert sequence.	3.84	2.88	7.69	1.92	3.84	0.96	1.92	Npas2-2014	1	default	1	24	1.6438192387	7.8426246937	3.5216666667	0.3109290389	0.1578021587	0.6036650249	0.1871491103	0.0154967044	0.2320688285
2015	chr11	32105211	32105510	32105345	7	promoter-TSS (uc007ija.2)	promoter-TSS (NM_030093)	-55	uc007ija.2	Snrnp25	U11/U12 small nuclear ribonucleoprotein 25 kDa	6.73	2.88	5.77	5.77	8.65	3.84	1.92	Npas2-2015	0	burg	1	22.4269662921	1.6574651791	15.8315947832	5.6066666667	0.363910031	0.2225567046	0.3347337705	0.1305670106	0.0115925786	0.1736031127
2016	chr11	33062021	33062450	33062205	7	intron (uc007ikd.1, intron 1 of 10)	intron (NM_008722, intron 1 of 10)	821	uc007ikd.1	Npm1	nucleophosmin	3.84	4.81	9.61	0.96	0.96	0.96	1.92	Npas2-2016	1	yule-walker	1	22.4269662921	3.2896961792	6.9991355143	3.5233333333	0.5739521742	0.4792748796	0.8863504793	0.021506146	0.0031629063	0.0473656817
2017	chr11	40508301	40508550	40508440	7	Intergenic	5' UTR (NM_001199274, exon 1 of 7)	-2241	uc007ilp.2	Mat2b	methionine adenosyltransferase 2 subunit beta	4.81	6.73	7.69	1.92	1.92	0.96	2.88	Npas2-2017	0	burg	1	23.7619047619	2.892801688	5.6534614513	4.005	0.7282441268	0.6678539328	0.6416165053	0.0028431857	0.0009019186	0.0135065622
2018	chr11	48900661	48900860	48900760	7	intron (uc007ipo.1, intron 2 of 5)	intron (NM_010999, intron 2 of 5)	224	uc007ipq.1	Ifi47	interferon gamma inducible protein 47	0.96	6.73	0.96	0	0	0.96	0.96	Npas2-2018	0	burg	1	23.4823529412	2.1940183117	3.8864461257	1.6016666667	0.4526836497	0.3310577941	1.4567938901	0.0663854495	0.006908421	0.1034561361
2019	chr11	50002361	50002690	50002445	7	intron (uc007irv.2, intron 3 of 6)	intron (NM_026543, intron 3 of 6)	14172	uc007irv.2	3010026O09Rik	hypothetical protein LOC68067	0.96	0.96	7.69	0.96	0.96	2.88	1.92	Npas2-2019	0	burg	1	22.4269662921	1.7362048437	8.4343675512	2.4016666667	0.2509368497	0.0844783719	1.0270957195	0.2724789439	0.021193258	0.3173768064
2020	chr11	53717791	53718050	53717925	7	Intergenic	Intergenic	-12715	uc007ixc.2	Slc22a5	solute carrier family 22 member 5	9.61	5.77	8.65	8.65	5.77	2.88	4.81	Npas2-2020	0	yule-walker	1	27.7222222222	1.6269306213	5.0921240999	6.8883333333	0.2690178318	0.10657735	0.3362172537	0.2441071625	0.0193298191	0.2894711254
2021	chr11	58115921	58116151	58116035	7	Intergenic	tRNA-Leu-TTG|tRNA|tRNA	-4535	uc007jax.1	Zfp692-ps	zinc finger protein 692	2.88	0.96	8.65	3.84	3.84	0.96	0.96	Npas2-2021	1	burg	1	23.4823529412	2.474766195	10.1525497889	3.5216666667	0.4716995582	0.35429946	0.7335250288	0.0566192852	0.0061597003	0.0922437696
2022	chr11	59622651	59622821	59622735	7	promoter-TSS (uc007jez.1)	intron (NM_146018, intron 1 of 12)	539	uc007jew.1	Flcn	folliculin	4.81	5.77	6.73	0.96	3.84	0.96	1.92	Npas2-2022	0	mle	1	24.7950310559	1.8718439381	4.6436418317	3.845	0.4122268813	0.2816106328	0.5777260254	0.0915047714	0.0088397934	0.1323791454
2023	chr11	60590771	60591130	60590925	7	promoter-TSS (uc007jgl.1)	promoter-TSS (NM_009410)	-77	uc007jgn.1	Smcr8	Smith-Magenis syndrome chromosomal region	6.73	5.77	9.61	6.73	7.69	0.96	1.92	Npas2-2023	1	burg	1	24.6419753086	2.5866272673	8.9052316391	6.2483333333	0.4904021912	0.3771582337	0.4236270704	0.0481419839	0.0055401554	0.082965857
2024	chr11	60643981	60644230	60644115	7	promoter-TSS (uc007jgr.2)	promoter-TSS (NM_001172112)	-28	uc007jgr.2	Dhrs7b	dehydrogenase/reductase SDR family member 7B	1.92	0.96	7.69	0	0	0.96	1.92	Npas2-2024	1	burg	1	22.1777777778	2.1864795872	7.75543795	1.9216666667	0.3366321355	0.1892170545	1.3851160645	0.1577229645	0.0134899336	0.2020166995
2025	chr11	60747001	60747311	60747195	7	intron (uc007jgx.1, intron 1 of 11)	intron (NM_008928, intron 1 of 11)	1597	uc007jgx.1	Map2k3	dual specificity mitogen-activated protein	0.96	0.96	3.84	7.69	0.96	0	3.84	Npas2-2025	1	burg	1	23.2093023256	3.057746838	11.072934839	2.4016666667	0.6901565854	0.6213024932	1.1021359381	0.0051302699	0.0013034498	0.0195196389
2026	chr11	60756201	60756400	60756300	7	intron (uc007jgx.1, intron 3 of 11)	intron (NM_008928, intron 3 of 11)	10741	uc007jgx.1	Map2k3	dual specificity mitogen-activated protein	0.96	0	2.88	6.73	4.81	0	0	Npas2-2026	0	burg	1	22.1777777778	3.1788323783	13.5131834528	2.5633333333	0.8074975503	0.7647192282	0.9846229035	0.0006025085	0.0003776503	0.0056554522
2027	chr11	66848691	66848900	66848795	7	TTS (uc007jlp.1)	TTS (NM_177392)	10139	uc007jlp.1	Tmem220	transmembrane protein 220	1.92	1.92	6.73	0	0	0	0.96	Npas2-2027	1	mle	1	22.5536723164	2.3131589144	7.325767025	1.7616666667	0.4845537343	0.3700101197	1.3521552633	0.0506786794	0.0057440298	0.0860189518
2028	chr11	69191331	69191660	69191465	7	Intergenic	Intergenic	-8567	uc007jpy.1	Chd3	chromodomain helicase DNA binding protein 3	1.92	1.92	8.65	0.96	1.92	0	0.96	Npas2-2028	0	burg	1	22.8114285714	2.5899831117	8.4619060918	2.5616666667	0.4417932771	0.3177473387	1.0975657161	0.0725400386	0.0074215338	0.1111401889
2029	chr11	69486011	69486320	69486210	7	promoter-TSS (uc007jra.2)	promoter-TSS (NM_001159375)	-240	uc007jra.2	Eif4a1	eukaryotic initiation factor 4A-I isoform 1	4.81	5.77	9.61	5.77	4.81	0	2.88	Npas2-2029	1	default	1	24	3.3290859603	8.4285187359	5.1283333333	0.7539188843	0.699234192	0.5481368308	0.0018190821	0.0007046625	0.0105525796
2030	chr11	69499111	69499460	69499310	7	intron (uc007jrg.2, intron 7 of 12)	promoter-TSS (NM_001159505)	-3699	uc007jrc.2	Senp3	sentrin-specific protease 3	0.96	0.96	8.65	0	1.92	0	1.92	Npas2-2030	1	burg	1	22.8114285714	2.4853151022	8.7038692412	2.0816666667	0.3519120904	0.2078925549	1.4458434921	0.1420210235	0.0124084565	0.1858211835
2031	chr11	69651821	69652200	69651930	7	promoter-TSS (uc007jry.1)	promoter-TSS (NM_026982)	-17	uc007jry.1	1810027O10Rik	hypothetical protein LOC69186 precursor	0.96	10.57	5.77	4.81	2.88	5.77	1.92	Npas2-2031	0	burg	1	22.5536723164	2.4821030887	6.5804843799	5.1266666667	0.3327964759	0.1845290261	0.5795488771	0.1618685558	0.013750011	0.2059114548
2032	chr11	70491671	70491880	70491775	7	intron (uc007jwc.2, intron 11 of 22)	intron (NM_178116, intron 11 of 22)	-8857	uc007jvz.2	Spag7	sperm-associated antigen 7 isoform 1	1.92	0.96	6.73	0.96	0	0	0	Npas2-2032	0	burg	1	22.9425287356	2.1601677507	7.9500531586	1.7616666667	0.4535982235	0.3321756065	1.3150429136	0.0658877174	0.0068765536	0.1029789102
2033	chr11	73139931	73140151	73140065	7	Intergenic	Intergenic	-1905	uc007kal.1	Aspa	aspartoacylase	1.92	6.73	7.69	0.96	2.88	2.88	2.88	Npas2-2033	0	burg	1	22.1777777778	2.5495223388	6.7912351488	3.8433333333	0.5059974652	0.3962191242	0.6461131446	0.0418582722	0.005026146	0.0752683783
2034	chr11	73140191	73140410	73140260	7	Intergenic	Intergenic	-2164	uc007kal.1	Aspa	aspartoacylase	3.84	1.92	7.69	1.92	2.88	1.92	1.92	Npas2-2034	0	burg	1	22.9425287356	1.3660538544	8.2077525647	3.3616666667	0.2277638077	0.056155765	0.612416713	0.3125184654	0.0238140751	0.356624503
2035	chr11	75003341	75003560	75003450	7	intron (uc007kdg.1, intron 1 of 12)	intron (NM_144491, intron 1 of 12)	535	uc007kdg.1	Dph1	diphthamide biosynthesis protein 1	6.73	0.96	2.88	0.96	3.84	0	0.96	Npas2-2035	1	mle	1	27.7222222222	0.9830738448	24.7269449058	2.5616666667	0.096271593	-0.1045569419	0.8845049404	0.6341189061	0.0440028597	0.6589589513
