ID	Chr	Start	End	SummitPosition	Height	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Symbol	Description	Per1_CT0/ Tag Count in given bp (9923859.0 Total, normalization factor = 1.01, effective total = 10000000)	Per1_CT4/ Tag Count in given bp (9923859.0 Total, normalization factor = 1.01, effective total = 10000000)	Per1_CT8/ Tag Count in given bp (9923859.0 Total, normalization factor = 1.01, effective total = 10000000)	Per1_CT12/ Tag Count in given bp (9923859.0 Total, normalization factor = 1.01, effective total = 10000000)	Per1_CT16/ Tag Count in given bp (9923859.0 Total, normalization factor = 1.01, effective total = 10000000)	Per1_CT20/ Tag Count in given bp (9923859.0 Total, normalization factor = 1.01, effective total = 10000000)	Per1_KO/ Tag Count in given bp (9923859.0 Total, normalization factor = 1.01, effective total = 10000000)	Per_Input/ Tag Count in given bp (9923859.0 Total, normalization factor = 1.01, effective total = 10000000)	ARSER(PeakID)	filter_type	ar_method	period_number	period	amplitude	phase	mean	R_square	R2_adjust	coef_var	pvalue	qvalue	fdr_BH
3256	chr11	96805071	96805381	96805180	7	promoter-TSS (uc007lde.2)	promoter-TSS (NR_003293)	107	uc007ldc.1	Pnpo	pyridoxine-5'-phosphate oxidase	3.02	2.02	1.01	10.08	4.03	3.02	2.02	7.05	3256-Per1_n3R16	0	burg	1	22.4269662921	2.6218596839	14.3576865754	3.8633333333	0.3924996164	0.2574995312	0.7593477885	0.1061596564	0.0202604551	0.1893009992
3257	chr5	140808041	140808380	140808270	8	promoter-TSS (uc009ahm.1)	promoter-TSS (NM_026510)	334	uc009ahn.1	Nudt1	7,8-dihydro-8-oxoguanine triphosphatase	1.01	2.02	1.01	3.02	7.05	9.07	2.02	8.06	3257-Per1_n3R16	1	burg	1	26.4370860927	3.1296699249	17.8497938227	3.8633333333	0.6564301477	0.5800812916	0.8023903621	0.0081670971	0.0068587088	0.0640834783
3258	chr6	121101711	121101911	121101815	8	Intergenic	ID4|SINE|ID	-31874	uc009dod.1	Pex26	peroxisome assembly protein 26	2.02	4.03	0	9.07	3.02	5.04	2.02	13.1	3258-Per1_n3R16	1	yule-walker	1	23.7619047619	1.5103069261	14.5733924231	3.8633333333	0.1475157207	-0.0419252302	0.728728008	0.4876280783	0.0553920582	0.517548688
3259	chr18	65269171	65269560	65269270	8	intron (uc012beb.1, intron 5 of 30)	intron (NM_031881, intron 4 of 29)	-139150	uc012bec.1	Mir122a	Mus musculus microRNA 122a (Mir122a), microRNA.	0	3.02	2.02	9.07	4.03	5.04	2.02	5.04	3259-Per1_n3R16	1	burg	1	24.1939393939	2.5520758076	13.0354864283	3.8633333333	0.452471501	0.3307985012	0.728728008	0.0665013224	0.015933525	0.1488728751
3260	chr8	49879781	49880010	49879895	8	Intergenic	Intergenic	-60876	uc009lrv.1	AK032387	Mus musculus adult male olfactory brain cDNA, RIKEN full-length enriched library, clone:6430532D13 product:unclassifiable, full insert sequence.	4.03	1.01	0	6.05	4.03	8.06	2.02	9.07	3260-Per1_n3R16	0	burg	1	24.490797546	2.7982491386	18.5576498766	3.8633333333	0.573073362	0.4782007758	0.7129251241	0.0217064919	0.0102189918	0.0954798573
3261	chr9	42558331	42558560	42558445	8	intron (uc009paz.2, intron 3 of 20)	intron (NM_175481, intron 3 of 20)	194009	uc009paz.2	Grik4	glutamate receptor, ionotropic kainate 4	4.03	0	0	8.06	5.04	6.05	2.02	10.08	3261-Per1_n3R16	0	burg	1	23.6213017751	3.0100127931	16.8054369944	3.8633333333	0.5362815695	0.4332330294	0.7740579913	0.031487966	0.0118002007	0.1102536825
3262	chr3	89717071	89717310	89717215	7	promoter-TSS (uc008qaf.1)	promoter-TSS (NM_010559)	-106	uc008qaf.1	Il6ra	interleukin-6 receptor subunit alpha precursor	5.04	1.01	0	8.06	5.04	4.03	2.02	1.01	3262-Per1_n3R16	0	burg	1	22.0552486188	2.6544866039	16.7936046031	3.8633333333	0.455220367	0.3341582263	0.6967639166	0.0650120533	0.015793172	0.1475615043
3263	chr6	113611881	113612140	113612035	7	intron (uc009dhc.2, intron 2 of 12)	intron (NM_001113553, intron 2 of 11)	23549	uc009dhc.2	Irak2	interleukin-1 receptor-associated kinase-like 2	1.01	2.02	1.01	7.05	8.06	4.03	2.02	4.03	3263-Per1_n3R16	1	default	1	24	3.0993791849	14.9108853012	3.8633333333	0.6847482036	0.6146922488	0.7281102077	0.0055457344	0.0061289182	0.0572647714
3264	chr10	80164881	80165120	80164995	7	promoter-TSS (uc007geh.1)	promoter-TSS (NM_172457)	-435	uc007geh.1	Mobkl2a	mps one binder kinase activator-like 2A	2.02	3.02	1.01	3.02	6.05	8.06	2.02	4.03	3264-Per1_n3R16	1	burg	1	25.106918239	2.5252572509	18.812273654	3.8633333333	0.6503027412	0.5725922393	0.6283326994	0.0088433136	0.0071028587	0.0663646613
3265	chr15	89307841	89308090	89307920	7	promoter-TSS (uc007xgy.2)	promoter-TSS (NM_009713)	-110	uc007xgy.2	Arsa	arylsulfatase A precursor	0	4.03	1.01	5.04	5.04	8.06	2.02	13.1	3265-Per1_n3R16	0	default	1	24	1.7861613799	17.2637714801	3.8633333333	0.2686012534	0.1060681986	0.6967639166	0.2447337996	0.0326574041	0.305130324
3266	chr11	57941141	57941440	57941260	8	intron (uc007jal.2, intron 24 of 27)	intron (NM_172558, intron 24 of 27)	23635	uc007jaj.1	Cnot8	CCR4-NOT transcription complex subunit 8	3.02	2.02	2.02	11.08	3.02	2.02	3.02	15.12	3266-Per1_n3R16	0	burg	1	22.1777777778	2.9179745151	13.3541224472	3.8633333333	0.4052151078	0.2730406873	0.84337245	0.0965205258	0.0191350405	0.1787858307
3267	chr16	10974131	10974471	10974350	7	intron (uc007yen.2, intron 1 of 3)	intron (NM_019980, intron 1 of 3)	18913	uc007yen.2	Litaf	lipopolysaccharide-induced tumor necrosis	2.02	5.04	0	2.02	3.02	11.08	3.02	6.05	3267-Per1_n3R16	0	mle	1	24.6419753086	3.3167270634	21.146518621	3.8633333333	0.4576785196	0.3371626351	0.920608287	0.0637023757	0.0156851088	0.1465518294
3268	chr7	19734701	19734930	19734815	7	promoter-TSS (uc009fku.1)	promoter-TSS (NM_026111)	-270	uc009fku.1	Qpctl	glutaminyl-peptide cyclotransferase-like	2.02	0	2.02	5.04	7.05	7.05	2.02	7.05	3268-Per1_n3R16	0	default	1	24	3.057439658	16.7293247679	3.8633333333	0.8033123753	0.7596040142	0.696279748	0.000663738	0.0052687873	0.0492282477
3269	chr14	20901871	20902021	20901965	7	intron (uc007siy.2, intron 1 of 1)	intron (NM_026209, intron 1 of 1)	448	uc007siy.2	1810063B07Rik	hypothetical protein LOC67509	2.02	4.03	2.02	5.04	3.02	7.05	2.02	1.01	3269-Per1_n3R16	0	default	1	24	0.8738395699	18.7737543666	3.8633333333	0.1358366628	-0.0561996343	0.4615137033	0.5184194259	0.0582388617	0.5441474371
3270	chr14	26512791	26513010	26512900	7	promoter-TSS (uc007srr.1)	promoter-TSS (NM_134084)	-756	uc007srr.1	Ppif	peptidyl-prolyl cis-trans isomerase F,	1.01	4.03	0	6.05	7.05	5.04	2.02	7.05	3270-Per1_n3R16	1	default	1	24	2.1935198135	16	3.8633333333	0.4116118636	0.2808589445	0.6634312084	0.091936419	0.0185888496	0.173682565
3271	chr15	83631551	83631760	83631655	7	intron (uc007xbk.1, intron 3 of 6)	intron (NM_172610, intron 3 of 6)	21202	uc007xbk.1	Mpped1	metallophosphoesterase domain-containing protein	7.05	1.01	1.01	6.05	3.02	5.04	2.02	3.02	3271-Per1_n3R16	1	yule-walker	1	22.3016759777	1.9110844572	19.0666087031	3.8633333333	0.3253249721	0.1753971882	0.6099341801	0.1701867953	0.0259655559	0.242605887
3272	chr14	69770621	69770841	69770730	9	Intergenic	Intergenic	19169	uc007uma.1	AK007038	Mus musculus adult male testis cDNA, RIKEN full-length enriched library, clone:1700092C10 product:unclassifiable, full insert sequence.	1.01	6.05	0	9.07	4.03	3.02	3.02	12.09	3272-Per1_n3R16	0	burg	1	24.1939393939	1.763586501	12.1703712714	3.8633333333	0.1686927659	-0.016042175	0.7886368309	0.4354386942	0.0504181515	0.4710756206
3273	chr1	182939861	182940041	182939970	8	intron (uc007dwz.1, intron 1 of 8)	(GA)n|Simple_repeat|Simple_repeat	7675	uc007dwz.1	Ephx1	epoxide hydrolase 1	0	2.02	3.02	9.07	4.03	5.04	3.02	8.06	3273-Per1_n3R16	0	mle	1	24.1939393939	2.8525253177	12.8810726951	3.8633333333	0.5715481922	0.4763366794	0.728728008	0.0220576331	0.0102733664	0.0959878997
3274	chr18	59290541	59290770	59290655	12	Intergenic	Intergenic	-44339	uc008ezw.1	Chsy3	chondroitin sulfate synthase 3	4.03	1.01	2.02	12.09	1.01	3.02	4.03	17.13	3274-Per1_n3R16	0	burg	1	22.3016759777	2.6656384865	13.3253698537	3.8633333333	0.2439324613	0.0759174528	0.9918478445	0.2841336466	0.0364687	0.340740685
3275	chr9	44042231	44042430	44042330	8	promoter-TSS (uc009pce.1)	promoter-TSS (NM_007619)	-201	uc009pce.1	Cbl	E3 ubiquitin-protein ligase CBL	2.02	3.02	1.01	5.04	4.03	8.06	3.02	4.03	3275-Per1_n3R16	0	burg	1	26.4370860927	1.966910301	18.1097962968	3.8633333333	0.4474427628	0.3246522657	0.5909631349	0.0692943335	0.0162815854	0.1521249333
3276	chr12	100189611	100189860	100189745	7	intron (uc007oro.2, intron 7 of 14)	intron (NM_198311, intron 7 of 14)	30951	uc007oro.2	Ttc8	tetratricopeptide repeat protein 8 isoform 2	5.04	4.03	1.01	3.02	2.02	8.06	3.02	5.04	3276-Per1_n3R16	0	yule-walker	1	24.3414634146	2.6450813478	21.9462531485	3.8633333333	0.6685853773	0.5949376834	0.5909631349	0.006945004	0.0065878324	0.0615525782
3277	chr17	15567021	15567320	15567125	7	intron (uc008aoj.2, intron 9 of 10)	intron (NM_024203, intron 9 of 10)	34004	uc008aoj.2	Fam120b	constitutive coactivator of peroxisome	0	5.04	1.01	8.06	4.03	5.04	3.02	20.15	3277-Per1_n3R16	0	yule-walker	1	26.972972973	1.7552063762	12.0844402551	3.8633333333	0.2275118979	0.0558478753	0.6967639166	0.3129774847	0.0391221856	0.3655331919
3278	chr6	126058961	126059141	126059075	7	intron (uc009duz.2, intron 1 of 1)	intron (NM_008742, intron 1 of 1)	55927	uc009duz.2	Ntf3	neurotrophin-3 isoform a	2.02	3.02	2.02	7.05	5.04	4.03	3.02	11.08	3278-Per1_n3R16	1	mle	1	22.9425287356	1.8158310231	14.5094352545	3.8633333333	0.5477742141	0.447279595	0.4615137033	0.0281254157	0.011261091	0.1052165795
3279	chr12	119019851	119020140	119020035	7	Intergenic	Tigger5|DNA|MER2_type	-62339	uc007pid.1	Cdca7l	cell division cycle-associated 7-like protein	3.02	3.02	3.02	9.07	1.01	4.03	0	9.07	3279-Per1_n3R16	0	burg	1	22.5536723164	1.5292019639	11.8707572819	3.8616666667	0.1967752857	0.0182809048	0.6466312644	0.3730497749	0.0445940441	0.41665881
3280	chrX	35795671	35795901	35795785	10	intron (uc009szw.1, intron 1 of 8)	intron (NM_010685, intron 1 of 8)	13846	uc009szw.1	Lamp2	lysosome-associated membrane glycoprotein 2	3.02	1.01	1.01	11.08	3.02	4.03	0	15.12	3280-Per1_n3R16	0	burg	1	22.6818181818	2.8170695472	14.3742321559	3.8616666667	0.3380884589	0.1909970054	0.8833224029	0.1561707841	0.0246898573	0.2306865582
3281	chr16	91795411	91795620	91795515	9	intron (uc007zyj.1, intron 5 of 38)	intron (NM_010587, intron 5 of 38)	65899	uc007zyj.1	Itsn1	intersectin-1 isoform 1	3.02	3.02	3.02	9.07	2.02	3.02	0	9.07	3281-Per1_n3R16	0	burg	1	22.4269662921	1.8625611953	12.2479926934	3.8616666667	0.3252356911	0.1752880669	0.610535716	0.170288164	0.0259655559	0.242605887
3282	chr2	167515571	167515790	167515680	7	exon (uc008oaf.1, exon 1 of 1)	3' UTR (NM_009883, exon 1 of 1)	-1028	uc008oah.2	A530013C23Rik	Mus musculus adult male aorta and vein cDNA, RIKEN full-length enriched library, clone:A530013C23 product:hypothetical protein, full insert sequence.	1.01	1.01	4.03	7.05	3.02	7.05	0	0	3282-Per1_n3R16	0	mle	1	25.7548387097	1.8750734454	13.6932881097	3.8616666667	0.3448597624	0.199273043	0.6459343465	0.1491091287	0.0240451582	0.2246628934
3283	chr7	35908681	35908990	35908745	7	Intergenic	Intergenic	4523	uc009gjl.1	Cebpa	CCAAT/enhancer-binding protein alpha	3.02	0	1.01	7.05	4.03	8.06	0	2.02	3283-Per1_n3R16	1	burg	1	24.6419753086	2.7009815246	17.1841990523	3.8616666667	0.4980174249	0.3864657415	0.7592056922	0.0449882282	0.013467598	0.1258327978
3284	chr11	101574141	101574420	101574255	7	Intergenic	Intergenic	-19990	uc007lpr.1	Dhx8	ATP-dependent RNA helicase DHX8	0	0	1.01	8.06	7.05	7.05	0	10.08	3284-Per1_n3R16	1	yule-walker	1	23.6213017751	3.8829378993	15.5310884251	3.8616666667	0.7181241109	0.6554850244	0.921107239	0.0033516656	0.0056628909	0.0529105043
3285	chr9	43275171	43275380	43275265	11	Intergenic	Intergenic	156429	uc009pbi.2	Trim29	tripartite motif-containing protein 29	3.02	2.02	0	11.08	3.02	4.03	1.01	4.03	3285-Per1_n3R16	0	burg	1	22.8114285714	2.5378122135	14.5768616671	3.8616666667	0.26438733	0.1009178478	0.8961363815	0.2511431884	0.0332542696	0.3107070608
3286	chr10	10994381	10994610	10994495	11	Intergenic	Intergenic	-6633	uc007ejt.2	Fbxo30	F-box only protein 30	1.01	3.02	1.01	11.08	4.03	3.02	1.01	5.04	3286-Per1_n3R16	0	burg	1	23.0751445087	3.1148761227	13.2337094909	3.8616666667	0.4288960293	0.3019840358	0.8833224029	0.0803930136	0.0174444856	0.1629903441
3287	chr4	108128731	108128970	108128835	10	Intergenic	Intergenic	-3181	uc008ubd.1	Zcchc11	terminal uridylyltransferase 4	2.02	3.02	0	11.08	4.03	3.02	1.01	28.21	3287-Per1_n3R16	0	burg	1	22.8114285714	2.821703933	13.9678797069	3.8616666667	0.3323426124	0.183974304	0.8961363815	0.162364644	0.0252774026	0.2361762134
3288	chr7	139915741	139916030	139915855	10	intron (uc009kcg.1, intron 4 of 4)	intron (NM_212473, intron 4 of 4)	62733	uc009kcg.1	Fam53b	hypothetical protein LOC77938	2.02	0	0	11.08	3.02	7.05	1.01	1.01	3288-Per1_n3R16	1	default	1	24	3.1127973702	15.2838010967	3.8616666667	0.3265285542	0.1768682329	1.0368730283	0.168824838	0.025877122	0.2417796156
3289	chr7	86973221	86973570	86973455	8	intron (uc009hzd.1, intron 14 of 19)	intron (NM_008486, intron 14 of 19)	14151	uc009hzd.1	Anpep	aminopeptidase N	0	3.02	1.01	9.07	3.02	7.05	1.01	5.04	3289-Per1_n3R16	0	mle	1	24.7950310559	2.1168485191	14.1210747148	3.8616666667	0.2496374105	0.0828901683	0.8307690742	0.2746124867	0.0354844365	0.3315443437
3290	chr16	35401531	35401740	35401635	8	intron (uc007zbl.1, intron 15 of 16)	intron (NM_028295, intron 15 of 16)	-37631	uc007zbk.1	Sec22a	vesicle-trafficking protein SEC22a	3.02	0	1.01	8.06	4.03	7.05	1.01	8.06	3290-Per1_n3R16	1	default	1	24	2.6562225412	16.4159440671	3.8616666667	0.4583974259	0.3380412983	0.7592056922	0.0633232562	0.0156443062	0.1461705955
3291	chr15	85547511	85547770	85547655	7	Intergenic	Intergenic	9891	uc011zxn.1	Mirlet7b	Mus musculus microRNA let7b (Mirlet7b), microRNA.	2.02	3.02	0	8.06	3.02	7.05	1.01	5.04	3291-Per1_n3R16	0	burg	1	25.2658227848	1.7193075829	16.4323168741	3.8616666667	0.2141639072	0.0395336644	0.7287078643	0.3380600666	0.0413970872	0.3867884477
3292	chr17	25969861	25970091	25969975	7	5' UTR (uc008bcf.1, exon 1 of 7)	5' UTR (NM_019719, exon 1 of 7)	330	uc008bcf.1	Stub1	STIP1 homology and U box-containing protein 1	1.01	3.02	0	8.06	3.02	8.06	1.01	0	3292-Per1_n3R16	0	burg	1	25.4267515924	1.9602899225	16.308403379	3.8616666667	0.2301125408	0.0590264388	0.8169304181	0.3082638543	0.0386786091	0.3613886909
3293	chr5	93453751	93453970	93453860	7	Intergenic	Intergenic	20188	uc008ydw.1	Ankrd56	ankyrin repeat domain-containing protein 56	4.03	3.02	4.03	7.05	0	5.04	1.01	14.11	3293-Per1_n3R16	0	yule-walker	1	21.6956521739	0.7637208052	9.4409931239	3.8616666667	0.066494755	-0.1409508551	0.5516774605	0.7337116771	0.0795879798	0.7436202208
3294	chr1	155996231	155996401	155996350	11	Intergenic	Intergenic	-31235	uc007das.1	AK154552	Mus musculus 10 days neonate cortex cDNA, RIKEN full-length enriched library, clone:A830008E24 product:unclassifiable, full insert sequence.	1.01	3.02	0	12.09	3.02	4.03	2.02	11.08	3294-Per1_n3R16	1	burg	1	22.9425287356	3.001542046	13.6174700571	3.8616666667	0.2991934428	0.1434586524	1.0150874817	0.2019257502	0.0287811556	0.2689130859
3295	chr2	93253881	93254180	93254075	8	Intergenic	RMER1C|Other|Other	-38946	uc008lgb.1	AK143789	Mus musculus 6 days neonate spleen cDNA, RIKEN full-length enriched library, clone:F430108K24 product:hypothetical protein, full insert sequence.	4.03	3.02	1.01	9.07	3.02	3.02	2.02	12.09	3295-Per1_n3R16	0	burg	1	22.1777777778	1.6193750389	14.4803997483	3.8616666667	0.2025080975	0.0252876747	0.6466312644	0.3612170731	0.0435348747	0.4067625947
3296	chr8	93916181	93916410	93916295	11	intron (uc009mst.2, intron 1 of 8)	intron (NM_011936, intron 1 of 8)	78871	uc009mst.2	Fto	alpha-ketoglutarate-dependent dioxygenase FTO	3.02	5.04	0	11.08	1.01	3.02	3.02	12.09	3296-Per1_n3R16	0	burg	1	23.4823529412	1.5511714839	11.6595045589	3.8616666667	0.0942814917	-0.1069892879	0.9334026422	0.6404269389	0.0702959259	0.6568010903
3297	chr6	113589321	113589530	113589425	8	intron (uc009dhc.2, intron 1 of 12)	ID4_|SINE|ID	964	uc009dhc.2	Irak2	interleukin-1 receptor-associated kinase-like 2	4.03	3.02	0	7.05	1.01	8.06	3.02	6.05	3297-Per1_n3R16	1	mle	1	25.4267515924	1.7763121453	19.8637971945	3.8616666667	0.1822258651	0.0004982795	0.7592056922	0.4044363351	0.0475470479	0.4442498271
3298	chr11	94023611	94023840	94023725	8	Intergenic	Intergenic	-49043	uc007kyf.1	Tob1	protein Tob1	3.02	1.01	0	7.05	4.03	8.06	3.02	8.06	3298-Per1_n3R16	0	mle	1	24.6419753086	2.6870746535	17.6497124933	3.8616666667	0.4838297921	0.3691253015	0.7592056922	0.0509997686	0.0142468405	0.1331135519
3299	chr19	47165121	47165441	47165315	11	promoter-TSS (uc008hup.1)	promoter-TSS (NM_023211)	25	uc008hup.1	Pdcd11	protein RRP5 homolog	5.04	0	0	12.09	3.02	3.02	0	2.02	3299-Per1_n3R16	0	burg	1	21.9340659341	3.244564499	15.1898420796	3.8616666667	0.2960592588	0.1396279829	1.0589544941	0.2060214574	0.0291142695	0.2720254941
3300	chr17	56647281	56647520	56647405	10	Intergenic	PB1D10|SINE|Alu	4506	uc008dce.1	Znrf4	zinc and ring finger 4	3.02	0	1.01	11.08	3.02	5.04	1.01	3.02	3300-Per1_n3R16	0	burg	1	23.2093023256	2.9758953015	14.6929577055	3.8616666667	0.344741109	0.1991280221	0.9334026422	0.1492306914	0.0240507716	0.2247153421
3301	chr1	88848401	88848700	88848505	8	intron (uc007bvw.2, intron 11 of 21)	intron (NM_153530, intron 10 of 20)	-128196	uc007bvx.1	AK077157	Mus musculus adult male testis cDNA, RIKEN full-length enriched library, clone:4933415F08 product:lysyl-tRNA synthetase, pseudogene 1, full insert sequence.	1.01	3.02	0	11.08	5.04	3.02	3.02	14.11	3301-Per1_n3R16	1	mle	1	22.5536723164	3.2935976425	14.1071140196	3.8616666667	0.4216975098	0.2931858454	0.9334026422	0.0850545949	0.0179327639	0.1675525107
3302	chr7	151635611	151636040	151635725	8	intron (uc009kqh.1, intron 11 of 17)	intron (NM_007803, intron 11 of 17)	20821	uc009kqh.1	Cttn	src substrate cortactin	1.01	2.02	2.02	10.08	2.02	5.04	0	3.02	3302-Per1_n3R16	0	burg	1	23.3450292398	2.3888962147	13.1354226524	3.6983333333	0.3092508111	0.1557509913	0.8421550655	0.1892089721	0.0276403837	0.2582544286
3303	chr4	130221101	130221390	130221250	8	intron (uc008uzm.2, intron 1 of 21)	intron (NM_030722, intron 1 of 21)	1971	uc008uzm.2	Pum1	pumilio homolog 1 isoform 1	1.01	2.02	2.02	10.08	5.04	2.02	2.02	6.05	3303-Per1_n3R16	0	burg	1	22.8114285714	3.4640835001	13.3299140567	3.6983333333	0.6378684541	0.5573947772	0.8421550655	0.0103490054	0.0076465945	0.0714449884
3304	chr6	53473791	53474060	53473890	9	Intergenic	Intergenic	-49443	uc009bzj.1	Creb5	cyclic AMP-responsive element-binding protein 5	2.02	2.02	0	10.08	2.02	6.05	4.03	20.15	3304-Per1_n3R16	1	default	1	24	2.01425232	14.8838541227	3.6983333333	0.1867136447	0.0059833436	0.9128424708	0.3945442217	0.0466816399	0.4361639971
3305	chr1	138857021	138857341	138857205	8	promoter-TSS (uc007cvc.2)	promoter-TSS (NM_030676)	-156	uc007cvc.2	Nr5a2	nuclear receptor subfamily 5 group A member 2	2.02	2.02	2.02	4.03	2.02	10.08	0	27.21	3305-Per1_n3R16	1	burg	1	26.972972973	2.2857132642	19.1747398403	3.6983333333	0.3271010489	0.1775679487	0.796799773	0.1681799933	0.0257941597	0.2410044684
3306	chr15	88726871	88727130	88727020	9	Intergenic	Intergenic	34376	uc007xeq.1	Pim3	serine/threonine-protein kinase pim-3	2.02	1.01	2.02	5.04	2.02	10.08	1.01	17.13	3306-Per1_n3R16	1	burg	1	27.5310344828	2.3514784227	18.1934110503	3.6983333333	0.3278758828	0.1785149678	0.8421550655	0.1673102915	0.0257479991	0.2405731726
3307	chr12	31628571	31628770	31628655	8	intron (uc007ngz.1, intron 8 of 9)	intron (NM_013709, intron 8 of 9)	32136	uc007ngz.1	Sh3yl1	SH3 domain-containing YSC84-like protein 1	2.02	4.03	0	9.07	1.01	6.05	0	11.08	3307-Per1_n3R16	0	burg	1	26.7919463087	0.9241150559	14.2271783708	3.6966666667	0.0489807117	-0.1623569079	0.8426321003	0.7977227242	0.0860814554	0.8042911887
3308	chr5	113568511	113568710	113568605	7	intron (uc008yua.2, intron 1 of 7)	intron (NM_172884, intron 1 of 7)	23723	uc008yua.2	2900026A02Rik	hypothetical protein LOC243219	2.02	2.02	0	8.06	4.03	6.05	1.01	12.09	3308-Per1_n3R16	1	yule-walker	1	23.2093023256	2.2519482533	16.1822858365	3.6966666667	0.3665806933	0.2258208473	0.732353276	0.1281182019	0.0221537724	0.2069909699
3309	chr17	45745371	45745620	45745505	7	Intergenic	Lx8|LINE|L1	-6479	uc008crg.2	Gm7325	embryonic stem cell- and germ cell-specific	1.01	2.02	0	5.04	8.06	6.05	1.01	18.14	3309-Per1_n3R16	1	yule-walker	1	23.7619047619	3.0901163169	16.7817084566	3.6966666667	0.6760779828	0.6040953123	0.78150089	0.0062658805	0.0062974719	0.0588396319
3310	chr5	64517161	64517391	64517275	10	intron (uc008xmi.1, intron 13 of 13)	intron (NM_025700, intron 13 of 13)	33087	uc008xmi.1	Pgm1	phosphoglucomutase-2	1.01	2.02	2.02	11.08	2.02	4.03	2.02	2.02	3310-Per1_n3R16	0	burg	1	22.8114285714	2.8756725395	12.957200925	3.6966666667	0.3678640559	0.2273894016	0.9258044169	0.1269542328	0.0220841777	0.2063407201
3311	chr16	11133031	11133220	11133125	9	intron (uc007yet.1, intron 1 of 11)	intron (NM_029582, intron 1 of 11)	1500	uc007yet.1	Txndc11	thioredoxin domain-containing protein 11 isoform	4.03	1.01	2.02	9.07	4.03	2.02	2.02	16.12	3311-Per1_n3R16	0	burg	1	21.8142076503	2.5513566728	14.5115907661	3.6966666667	0.4490453367	0.3266109671	0.7151632161	0.0683945324	0.0162027875	0.1513886949
3312	chr5	135511791	135512041	135512005	9	intron (uc008zxk.1, intron 1 of 9)	intron (NM_016801, intron 1 of 9)	12474	uc008zxk.1	Stx1a	syntaxin-1A	2.02	2.02	2.02	9.07	3.02	4.03	3.02	4.03	3312-Per1_n3R16	0	burg	1	23.0751445087	2.1736966591	13.5724969417	3.6966666667	0.3860390337	0.2496032634	0.6796609453	0.1113354386	0.0206166888	0.1926294232
3313	chr1	74386931	74387201	74387070	7	intron (uc007blt.1, intron 2 of 9)	intron (NM_019999, intron 1 of 8)	-21616	uc007blx.1	Gm216	hypothetical protein LOC241112	3.02	2.02	2.02	9.07	2.02	4.03	3.02	6.05	3313-Per1_n3R16	0	burg	1	22.6818181818	1.7288991961	13.6452964725	3.6966666667	0.2380521919	0.0687304567	0.6796609453	0.2942141177	0.0374249376	0.3496751698
3314	chr13	4034341	4034640	4034525	10	Intergenic	Intergenic	-24347	uc007pji.1	Akr1c14	3-alpha-hydroxysteroid dehydrogenase	1.01	2.02	1.01	11.08	2.02	5.04	0	10.08	3314-Per1_n3R16	0	burg	1	23.3450292398	2.621712678	13.475425561	3.6966666667	0.2804212206	0.1205148252	0.9651508372	0.2274325198	0.0310703498	0.2903018826
3315	chr4	140410591	140410790	140410680	9	Intergenic	Intergenic	-8997	uc008vnh.1	Padi1	protein-arginine deiminase type-1	0	0	1.01	10.08	6.05	5.04	0	8.06	3315-Per1_n3R16	1	burg	1	22.9425287356	4.1156292891	14.7030758777	3.6966666667	0.6718875544	0.5989736775	1.0039345111	0.0066389923	0.0063950062	0.0597509311
3316	chr10	80813221	80813381	80813300	9	promoter-TSS (uc007ghk.2)	promoter-TSS (NM_001163165)	-129	uc007ghk.2	Hmg20b	SWI/SNF-related matrix-associated	7.05	1.01	1.01	9.07	2.02	2.02	0	3.02	3316-Per1_n3R16	0	yule-walker	1	21.0105263158	1.7267663758	15.8988525204	3.6966666667	0.1386326856	-0.0527822731	0.8566964046	0.5109139321	0.0575645109	0.5378467253
3317	chr12	106282921	106283180	106283095	9	Intergenic	Intergenic	12151	uc007oxu.1	Glrx5	glutaredoxin-related protein 5, mitochondrial	2.02	1.01	0	10.08	6.05	3.02	0	0	3317-Per1_n3R16	0	burg	1	22.9425287356	3.6042113345	14.7944696926	3.6966666667	0.5585304904	0.4604261549	0.9268656117	0.0252378999	0.0107148117	0.1001124879
3318	chr13	41103691	41103960	41103850	9	intron (uc007qer.2, intron 4 of 9)	intron (NM_026550, intron 4 of 9)	-7305	uc007qep.1	AK043285	Mus musculus 7 days neonate cerebellum cDNA, RIKEN full-length enriched library, clone:A730081D07 product:glucosaminyltransferase, I-branching enzyme, full insert sequence.	2.02	0	1.01	10.08	6.05	3.02	0	11.08	3318-Per1_n3R16	0	burg	1	22.8114285714	3.8712770734	14.6457088979	3.6966666667	0.648792491	0.5707463779	0.9268656117	0.0090164809	0.0071040716	0.066375994
3319	chr1	136002681	136002900	136002790	8	Intergenic	Intergenic	-5029	uc007crf.1	Chit1	chitotriosidase-1 precursor	1.01	2.02	0	6.05	8.06	5.04	0	3.02	3319-Per1_n3R16	1	yule-walker	1	23.2093023256	3.1478982373	16.2263091986	3.6966666667	0.6610704808	0.5857528099	0.78150089	0.007682318	0.0067341238	0.0629194338
