ID	Chr	Start	End	Summit	Height	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Symbol	Description	Bmal1_CT0/ Tag Count in given bp (7765770.0 Total, normalization factor = 1.29, effective total = 10000000)	Bmal1_CT4/ Tag Count in given bp (7765770.0 Total, normalization factor = 1.29, effective total = 10000000)	Bmal1_CT8/ Tag Count in given bp (7765770.0 Total, normalization factor = 1.29, effective total = 10000000)	Bmal1_CT12/ Tag Count in given bp (7765770.0 Total, normalization factor = 1.29, effective total = 10000000)	Bmal1_CT16/ Tag Count in given bp (7765770.0 Total, normalization factor = 1.29, effective total = 10000000)	Bmal1_CT20/ Tag Count in given bp (7765770.0 Total, normalization factor = 1.29, effective total = 10000000)	Bmal1_KO/ Tag Count in given bp (7765770.0 Total, normalization factor = 1.29, effective total = 10000000)	Bmal1_Input/ Tag Count in given bp (7765770.0 Total, normalization factor = 1.29, effective total = 10000000)	ARSER(PeakID)	filter_type	ar_method	period_number	period	amplitude	phase	mean	R_square	R2_adjust	coef_var	pvalue	qvalue	fdr_BH
5108	chr13	38086101	38086340	38086205	7	promoter-TSS (uc011yyk.1)	promoter-TSS (NM_025965)	-161	uc011yyk.1	Ssr1	translocon-associated protein subunit alpha	2.58	5.15	10.3	2.58	2.58	1.29	0	0	5108-Bmal1_n3R1	0	burg	1	22.9425287356	3.3338290041	7.9261236843	4.08	0.635963317	0.5550662763	0.7377912391	0.0105962737	0.0002329759	0.0165080092
5109	chr17	71965411	71965830	71965580	7	exon (uc008dms.2, exon 1 of 18)	promoter-TSS (NM_175639)	211	uc008dms.2	Wdr43	WD repeat-containing protein 43	2.58	11.59	6.44	1.29	0	2.58	2.58	1.29	5109-Bmal1_n3R1	0	burg	1	22.5536723164	4.5452056537	5.5983549669	4.08	0.6795524765	0.6083419157	0.9539961699	0.0059690627	0.0001517293	0.0107511058
5110	chr3	101330711	101331040	101330820	10	Intergenic	Intergenic	77705	uc008qrj.1	Atp1a1	sodium/potassium-transporting ATPase subunit	2.58	15.45	6.44	0	0	0	0	0	5110-Bmal1_n3R1	0	burg	1	23.4823529412	5.9842096893	5.0508604679	4.0783333333	0.6095562471	0.5227909687	1.3690013966	0.014521556	0.0002985342	0.0211532798
5111	chr18	68226261	68226480	68226370	9	intron (uc008fng.1, intron 2 of 5)	intron (NM_172631, intron 2 of 5)	133459	uc008fng.1	D18Ertd653e	hypothetical protein LOC52662	11.59	5.15	6.44	0	0	1.29	0	1.29	5111-Bmal1_n3R1	1	mle	1	27.156462585	3.9710835765	26.6343323447	4.0783333333	0.5814857091	0.4884825333	1.0217808673	0.0198470661	0.000386181	0.0273636844
5112	chr4	140410621	140410800	140410685	8	Intergenic	Intergenic	-9017	uc008vnh.1	Padi1	protein-arginine deiminase type-1	3.86	2.58	10.3	6.44	1.29	0	0	0	5112-Bmal1_n3R1	1	burg	1	23.3450292398	3.9136492603	9.0369256202	4.0783333333	0.6873629172	0.6178880099	0.8433943947	0.0053417333	0.0001401329	0.0099294181
5113	chr13	37965431	37965681	37965605	8	Intergenic	intron (NM_001039188, intron 1 of 9)	-15184	uc007qdb.2	Rreb1	ras-responsive element-binding protein 1 isoform	3.86	12.88	6.44	1.29	0	0	0	1.29	5113-Bmal1_n3R1	0	burg	1	23.4823529412	5.1342156865	5.1753265043	4.0783333333	0.7004534099	0.633887501	1.1152919718	0.0044064588	0.0001229709	0.0087133696
5114	chr15	36646211	36646420	36646315	8	Intergenic	Intergenic	77978	uc007vmz.2	Ywhaz	14-3-3 protein zeta/delta	5.15	1.29	10.3	6.44	1.29	0	0	0	5114-Bmal1_n3R1	0	burg	1	22.9425287356	3.4590179112	9.4405430768	4.0783333333	0.5000717603	0.3889765959	0.8819042477	0.0441656385	0.000756662	0.0536149053
5115	chr13	73893291	73893630	73893515	7	Intergenic	Intergenic	-7685	uc007red.1	Slc12a7	solute carrier family 12 member 7	0	6.44	10.3	6.44	1.29	0	0	0	5115-Bmal1_n3R1	0	mle	1	24.0481927711	5.2672355422	8.4200380733	4.0783333333	0.9273576373	0.9112148901	0.9544085191	7.50507134395E-006	2.42471535728E-005	0.001718084
5116	chr16	35456441	35456630	35456535	7	intron (uc007zbl.1, intron 4 of 16)	intron (NM_028295, intron 4 of 16)	34424	uc007zbl.1	Pdia5	protein disulfide-isomerase A5 precursor	1.29	9.01	6.44	1.29	6.44	0	0	2.58	5116-Bmal1_n3R1	0	mle	1	24.1939393939	2.4977677111	7.1425078964	4.0783333333	0.2816695236	0.1220405288	0.8233859022	0.225662459	0.00329377	0.233387134
5117	chr10	39797791	39798120	39798015	11	intron (uc007ewm.2, intron 2 of 5)	intron (NM_001114332, intron 2 of 5)	-52881	uc007ewl.2	AI317395	sodium-dependent glucose transporter 1A	3.86	1.29	16.74	1.29	1.29	0	1.29	0	5117-Bmal1_n3R1	0	burg	1	22.6818181818	4.9437499001	8.4013187678	4.0783333333	0.379633154	0.2417738549	1.416794037	0.1166590968	0.0017878789	0.1266839891
5118	chr16	17147671	17147940	17147770	10	intron (uc007ykj.1, intron 3 of 4)	CpG-5545	745	uc007ykj.1	Ydjc	YdjC homolog	2.58	5.15	14.16	0	1.29	1.29	0	0	5118-Bmal1_n3R1	0	burg	1	22.8114285714	4.6792565804	7.3032660486	4.0783333333	0.4840029316	0.3693369164	1.172583689	0.0509228327	0.000853285	0.0604613405
5119	chr2	146255571	146255760	146255665	9	intron (uc008msj.2, intron 13 of 40)	intron (NM_001033348, intron 13 of 40)	82075	uc008msj.2	Ralgapa2	ral GTPase-activating protein subunit alpha-2	6.44	1.29	11.59	3.86	0	1.29	1.29	1.29	5119-Bmal1_n3R1	0	burg	1	23.6213017751	3.0413937983	7.386418019	4.0783333333	0.3109414494	0.1578173271	0.9717228939	0.1871339429	0.0027606693	0.1956131416
5120	chr2	157956531	157956790	157956640	9	intron (uc008npr.1, intron 6 of 12)	intron (NM_009373, intron 6 of 12)	15468	uc008npr.1	Tgm2	protein-glutamine gamma-glutamyltransferase 2	3.86	3.86	12.88	1.29	2.58	0	0	2.58	5120-Bmal1_n3R1	0	burg	1	23.0751445087	3.9087352801	7.7805096079	4.0783333333	0.4598183942	0.3397780373	1.0219073667	0.0625790638	0.0010238881	0.0725497834
5121	chr5	113571641	113571960	113571705	9	intron (uc008yua.2, intron 1 of 7)	intron (NM_172884, intron 1 of 7)	20533	uc008yua.2	2900026A02Rik	hypothetical protein LOC243219	3.86	2.58	14.16	1.29	1.29	1.29	0	2.58	5121-Bmal1_n3R1	0	burg	1	22.8114285714	4.0187563737	7.8491377731	4.0783333333	0.3903364184	0.2548556225	1.1292306007	0.1078713562	0.0016653545	0.1180022628
5122	chr6	115987351	115987620	115987505	9	intron (uc009djq.2, intron 4 of 5)	intron (NM_177412, intron 4 of 5)	-42462	uc009djn.1	Plxnd1	plexin D1	2.58	0	14.16	5.15	2.58	0	1.29	2.58	5122-Bmal1_n3R1	1	burg	1	23.2093023256	4.8515683821	9.7077167309	4.0783333333	0.522220953	0.4160478314	1.1867191196	0.0360181954	0.0006354154	0.0450237189
5123	chr9	37228931	37229160	37229045	9	exon (uc012gqz.1, exon 16 of 28)	exon (NM_001164767, exon 16 of 28)	11715	uc012gqz.1	Robo3	roundabout homolog 3	3.86	5.15	11.59	1.29	1.29	1.29	2.58	1.29	5123-Bmal1_n3R1	0	burg	1	23.2093023256	3.7730911775	6.8865963658	4.0783333333	0.5491341227	0.4489417055	0.9006136037	0.0277468161	0.0005090047	0.0360666193
5124	chr10	84040291	84040480	84040350	9	intron (uc007gks.1, intron 1 of 9)	intron (NM_146008, intron 1 of 9)	693	uc007gks.1	Tcp11l2	T-complex protein 11-like protein 2	12.88	3.86	5.15	1.29	1.29	0	1.29	1.29	5124-Bmal1_n3R1	0	default	1	24	3.1833881855	1.6178871782	4.0783333333	0.335309859	0.1876009388	1.0539144477	0.1591426433	0.0023752633	0.1683043733
5125	chr16	11666161	11666430	11666265	9	intron (uc007yfj.1, intron 11 of 13)	intron (NM_028964, intron 11 of 13)	-113528	uc007yfl.1	AK014704	Mus musculus 0 day neonate head cDNA, RIKEN full-length enriched library, clone:4833415N18 product:unclassifiable, full insert sequence.	3.86	2.58	14.16	1.29	2.58	0	0	0	5125-Bmal1_n3R1	1	burg	1	23.0751445087	4.0850971256	8.1245643562	4.0783333333	0.3987369623	0.2651229539	1.1439018798	0.1013421888	0.0015734641	0.1114911719
5126	chr16	94747971	94748160	94748065	9	5' UTR (uc008abe.2, exon 1 of 8)	5' UTR (NM_007834, exon 1 of 8)	171	uc008abe.2	Dscr3	Down syndrome critical region protein 3	0	11.59	2.58	9.01	0	1.29	0	1.29	5126-Bmal1_n3R1	0	burg	1	24.0481927711	3.7413644265	7.4885722416	4.0783333333	0.34298078	0.1969765089	1.1148291732	0.1510432544	0.0022632239	0.1603655815
5127	chr19	44461861	44462180	44462010	9	Intergenic	Intergenic	-8794	uc008hps.1	BC114417	Mus musculus cDNA clone IMAGE:40040782.	2.58	2.58	14.16	3.86	0	1.29	0	1.29	5127-Bmal1_n3R1	0	burg	1	22.5536723164	4.7982219024	8.6129020793	4.0783333333	0.5485615159	0.4482418528	1.1439018798	0.0279057439	0.0005113618	0.0362336361
5128	chr3	28594941	28595161	28595070	8	Intergenic	Intergenic	-1774	uc008oua.2	Slc2a2	solute carrier family 2, facilitated glucose	11.59	3.86	7.73	0	0	1.29	0	0	5128-Bmal1_n3R1	1	burg	1	27.5310344828	3.6724480085	26.9773950998	4.0783333333	0.4601540806	0.3401883207	1.0539144477	0.0624042551	0.0010213713	0.0723714536
5129	chr3	100270711	100270930	100270820	8	Intergenic	Intergenic	22295	uc008qqu.2	Fam46c	hypothetical protein LOC74645	10.3	5.15	2.58	2.58	3.86	0	0	2.58	5129-Bmal1_n3R1	0	default	1	24	2.0210724341	0.850915312	4.0783333333	0.243581742	0.0754887958	0.7819995824	0.284727237	0.0041122916	0.2913852329
5130	chr4	53209551	53209770	53209660	8	Intergenic	Intergenic	21069	uc008swv.1	AK141187	Mus musculus adult male testis cDNA, RIKEN full-length enriched library, clone:4930412L05 product:unclassifiable, full insert sequence.	2.58	9.01	10.3	2.58	0	0	0	1.29	5130-Bmal1_n3R1	0	burg	1	22.3016759777	5.132260088	7.3140249005	4.0783333333	0.8222381583	0.7827355268	1.0049441815	0.0004209916	4.27095306277E-005	0.0030262753
5131	chr4	140418231	140418441	140418335	8	Intergenic	Intergenic	-16643	uc008vnh.1	Padi1	protein-arginine deiminase type-1	5.15	6.44	10.3	2.58	0	0	0	0	5131-Bmal1_n3R1	1	burg	1	23.2093023256	4.2435377792	6.6012735736	4.0783333333	0.744437097	0.6876453407	0.9006136037	0.0021564538	7.9622909418E-005	0.0056418519
5132	chr5	24348851	24349181	24349095	8	promoter-TSS (uc008wsj.1)	promoter-TSS (NM_053075)	-837	uc008wsj.1	Rheb	GTP-binding protein Rheb precursor	6.44	3.86	11.59	0	1.29	1.29	0	0	5132-Bmal1_n3R1	1	yule-walker	1	23.2093023256	3.2854758738	5.8728065268	4.0783333333	0.3603358087	0.2181882107	0.9717228939	0.13390111	0.0020233303	0.1433674054
5133	chr5	31495341	31495590	31495475	8	promoter-TSS (uc008wxm.1)	promoter-TSS (NM_001127355)	47	uc008wxk.2	Eif2b4	translation initiation factor eIF-2B subunit	11.59	6.44	3.86	1.29	1.29	0	0	0	5133-Bmal1_n3R1	1	burg	1	27.9160839161	3.7262047149	26.8001545211	4.0783333333	0.5897092519	0.4985335301	0.9717228939	0.0181515099	0.0003585062	0.0254027245
5134	chr5	124686551	124686720	124686585	8	Intergenic	Intergenic	-20209	uc008zpc.2	Pitpnm2	membrane-associated phosphatidylinositol	5.15	6.44	9.01	1.29	1.29	1.29	0	0	5134-Bmal1_n3R1	0	burg	1	23.9041916168	3.2600975883	5.3960954324	4.0783333333	0.6609033108	0.585548491	0.7381218223	0.0076993839	0.0001828522	0.0129563847
5135	chr8	37311201	37311380	37311290	8	intron (uc009llj.1, intron 1 of 11)	CpG	1280	uc009llj.1	Lonrf1	LON peptidase N-terminal domain and RING finger	3.86	1.29	10.3	7.73	0	1.29	0	0	5135-Bmal1_n3R1	0	burg	1	23.7619047619	3.8497270929	9.1069081654	4.0783333333	0.5412813445	0.4393438655	0.9189421224	0.029988781	0.0005437206	0.0385264892
5136	chr8	124984731	124985050	124984820	8	promoter-TSS (uc009nsw.1)	promoter-TSS (NM_013914)	-298	uc009nsw.1	Snai3	zinc finger protein SNAI3	2.58	6.44	11.59	3.86	0	0	0	1.29	5136-Bmal1_n3R1	0	burg	1	22.9425287356	5.0081915061	7.7391748586	4.0783333333	0.818081165	0.7776547573	0.9887341117	0.0004671426	4.38662498729E-005	0.0031082371
5137	chr9	25136911	25137150	25137025	8	Intergenic	Intergenic	76861	uc009opk.1	Sept7	septin-7	5.15	2.58	11.59	3.86	1.29	0	0	2.58	5137-Bmal1_n3R1	0	burg	1	23.2093023256	3.5959658391	8.1342766438	4.0783333333	0.4943271693	0.3819554292	0.9189421224	0.0464957535	0.0007890188	0.0559076212
5138	chr9	43071191	43071401	43071310	8	intron (uc009pbg.1, intron 6 of 7)	B3|SINE|B2	19614	uc009pbg.1	AK143856	Mus musculus 6 days neonate spleen cDNA, RIKEN full-length enriched library, clone:F430208H19 product:unclassifiable, full insert sequence.	2.58	11.59	9.01	0	0	1.29	0	1.29	5138-Bmal1_n3R1	0	burg	1	22.4269662921	5.4285953815	6.0720557977	4.0783333333	0.718856119	0.6563797011	1.1148291732	0.0033126752	0.0001024916	0.0072622626
5139	chr10	68004491	68004720	68004605	8	promoter-TSS (uc007fml.1)	promoter-TSS (NM_028491)	18	uc007fml.1	1700040L02Rik	hypothetical protein LOC73287	3.86	10.3	7.73	2.58	0	0	0	1.29	5139-Bmal1_n3R1	1	mle	1	23.2093023256	4.6453769324	6.0620684783	4.0783333333	0.818580441	0.7782649834	0.9369121547	0.0004614009	4.36952418527E-005	0.00309612
5140	chr11	79592361	79592510	79592395	8	Intergenic	Intergenic	3954	uc007kky.1	AK078931	Mus musculus adult male cecum cDNA, RIKEN full-length enriched library, clone:9130204K15 product:unclassifiable, full insert sequence.	2.58	9.01	7.73	3.86	1.29	0	0	1.29	5140-Bmal1_n3R1	0	mle	1	23.7619047619	4.0497373609	6.7892484017	4.0783333333	0.8350442324	0.7983873952	0.8030399168	0.0003007141	4.08077273793E-005	0.002891519
5141	chr11	120371381	120371690	120371485	8	Intergenic	Intergenic	18384	uc007mtb.2	Slc25a10	mitochondrial dicarboxylate carrier	3.86	11.59	7.73	1.29	0	0	0	1.29	5141-Bmal1_n3R1	0	burg	1	22.8114285714	5.1285676552	5.8852924421	4.0783333333	0.765393613	0.7132588603	1.0539144477	0.0014673349	6.63737909813E-005	0.0047030572
5142	chr11	121563461	121563671	121563575	8	promoter-TSS (uc007mwd.1)	promoter-TSS (NM_144797)	-175	uc007mwd.1	Metrnl	meteorin-like protein precursor	10.3	0	3.86	6.44	2.58	1.29	0	0	5142-Bmal1_n3R1	0	default	1	24	0.4623721973	19.5765427573	4.0783333333	0.0096056461	-0.2104819881	0.8433943947	0.957495411	0.0135153108	0.9576563075
5143	chr12	41172341	41172551	41172440	8	promoter-TSS (uc007nlh.1)	promoter-TSS (NM_172575)	-69	uc007nla.2	Zfp277	zinc finger protein 277 isoform 1	6.44	11.59	5.15	0	0	1.29	0	0	5143-Bmal1_n3R1	0	burg	1	23.2093023256	4.8361825629	4.0111816012	4.0783333333	0.7580180628	0.704244299	1.0217808673	0.0016866434	7.11082721479E-005	0.005038529
5144	chr14	46007301	46007510	46007405	8	intron (uc007tgp.1, intron 1 of 5)	intron (NM_019425, intron 1 of 5)	1066	uc007tgp.1	Gnpnat1	glucosamine 6-phosphate N-acetyltransferase	2.58	5.15	10.3	5.15	1.29	0	1.29	0	5144-Bmal1_n3R1	0	mle	1	24.0481927711	4.29867099	7.9648580938	4.0783333333	0.8572444074	0.8255209424	0.8233859022	0.0001569167	3.66137983951E-005	0.0025943491
5145	chr14	79250411	79250621	79250515	8	intron (uc007usq.2, intron 1 of 44)	intron (NM_027906, intron 1 of 44)	1531	uc007usq.2	1300010F03Rik	hypothetical protein LOC219189 isoform 1	3.86	7.73	10.3	0	1.29	1.29	0	1.29	5145-Bmal1_n3R1	0	burg	1	23.4823529412	4.0746725593	5.7577854346	4.0783333333	0.6264260001	0.5434095557	0.9189421224	0.0119040541	0.0002556739	0.0181163206
5146	chr15	36430401	36430600	36430500	8	Intergenic	MLT2E|LTR|ERVL	-3954	uc007vmt.2	Ankrd46	ankyrin repeat domain-containing protein 46	3.86	2.58	11.59	5.15	0	1.29	0	0	5146-Bmal1_n3R1	0	burg	1	23.0751445087	3.8970051871	8.4251422082	4.0783333333	0.5674859501	0.4713717167	0.9189421224	0.0230144706	0.0004365294	0.0309312288
5147	chr15	88749821	88749981	88749915	8	intron (uc007xet.2, intron 9 of 11)	intron (NM_172818, intron 9 of 11)	34947	uc007xet.2	Ttll8	protein monoglycylase TTLL8	1.29	2.58	10.3	9.01	1.29	0	0	0	5147-Bmal1_n3R1	0	burg	1	23.2093023256	5.1681388091	9.8894927914	4.0783333333	0.8554258274	0.8232982335	0.9882120454	0.0001661148	3.71402399277E-005	0.0026316513
5148	chr16	4415331	4415560	4415445	8	intron (uc007xzq.1, intron 1 of 9)	intron (NM_009624, intron 1 of 9)	4143	uc007xzq.1	Adcy9	adenylate cyclase type 9	10.3	2.58	5.15	3.86	0	2.58	1.29	2.58	5148-Bmal1_n3R1	0	mle	1	26.4370860927	2.2409889654	26.1314492044	4.0783333333	0.2922082452	0.1349211885	0.7819995824	0.2111420561	0.0030920385	0.2190930121
5149	chr16	22878881	22879110	22878995	8	intron (uc007ysq.1, intron 3 of 3)	3' UTR (NM_026400, exon 11 of 11)	-13120	uc007ysr.1	Ahsg	alpha-2-HS-glycoprotein precursor	6.44	6.44	10.3	1.29	0	0	0	2.58	5149-Bmal1_n3R1	0	burg	1	24.0481927711	4.1456683417	5.3685313787	4.0783333333	0.661417033	0.5861763737	0.9544085191	0.0076470333	0.0001820164	0.0128971588
5150	chr17	73384371	73384531	73384475	8	Intergenic	Intergenic	-72874	uc012axa.1	Lclat1	lysocardiolipin acyltransferase 1	3.86	7.73	10.3	1.29	0	1.29	0	0	5150-Bmal1_n3R1	0	burg	1	23.2093023256	4.4257659308	6.1581820553	4.0783333333	0.7413457953	0.6838670832	0.9189421224	0.0022763443	8.20304236729E-005	0.0058124414
5151	chr19	23208611	23208801	23208720	8	promoter-TSS (uc008gzy.1)	Intergenic	-684	uc008gzy.1	AK019124	Mus musculus ES cells cDNA, RIKEN full-length enriched library, clone:2410071A13 product:hypothetical protein, full insert sequence.	1.29	10.3	10.3	2.58	0	0	0	0	5151-Bmal1_n3R1	0	burg	1	22.3016759777	5.5907343145	7.3716001591	4.0783333333	0.799180073	0.7545534226	1.0997701234	0.0007288374	5.03887552393E-005	0.0035704032
5152	chrX	7222611	7222830	7222720	8	intron (uc009sls.2, intron 5 of 6)	intron (NM_009305, intron 5 of 6)	7014	uc009sls.2	Syp	synaptophysin	2.58	6.44	10.3	3.86	0	1.29	0	0	5152-Bmal1_n3R1	0	burg	1	22.5536723164	4.2908143037	7.7068158475	4.0783333333	0.8111714895	0.7692095982	0.8433943947	0.0005524641	4.56170843416E-005	0.0032322963
5153	chr1	90076331	90076580	90076490	7	Intergenic	intron (NM_201643, intron 1 of 4)	25868	uc007byj.2	Dnajb3	dnaJ homolog subfamily B member 3	6.44	6.44	10.3	1.29	0	0	1.29	0	5153-Bmal1_n3R1	0	burg	1	24.0481927711	4.1456683417	5.3685313787	4.0783333333	0.661417033	0.5861763737	0.9544085191	0.0076470333	0.0001820164	0.0128971588
5154	chr1	95700141	95700520	95700335	7	promoter-TSS (uc007cen.1)	promoter-TSS (NM_025454)	-212	uc007cen.1	Ing5	inhibitor of growth protein 5	5.15	12.88	3.86	2.58	0	0	3.86	0	5154-Bmal1_n3R1	1	default	1	24	4.4621048049	4.3191509394	4.0783333333	0.6027527835	0.5144756243	1.0696192894	0.015695454	0.0003182279	0.0225487189
5155	chr2	5338251	5338530	5338365	7	intron (uc008ifp.1, intron 3 of 10)	intron (NM_177343, intron 3 of 10)	279568	uc008ifo.1	Ccdc3	coiled-coil domain-containing protein 3	1.29	9.01	11.59	1.29	1.29	0	0	3.86	5155-Bmal1_n3R1	0	burg	1	22.8114285714	5.2932408352	7.2416575294	4.0783333333	0.7173470823	0.6545353229	1.0997701234	0.0033934435	0.0001040706	0.0073741424
5156	chr2	32822391	32822690	32822495	7	Intergenic	CpG	3719	uc012bub.1	Snora65	Mus musculus small nucleolar RNA, H/ACA box 65 (Snora65), small nucleolar RNA.	3.86	11.59	5.15	1.29	1.29	1.29	1.29	1.29	5156-Bmal1_n3R1	0	burg	1	23.6213017751	3.9223999072	4.6185049338	4.0783333333	0.6202269118	0.5358328923	0.9006136037	0.0128191384	0.0002710996	0.0192093434
5157	chr2	156312221	156312450	156312335	7	intron (uc008nni.1, intron 1 of 21)	MIR|SINE|MIR	-60977	uc008nnp.2	0610011L14Rik	hypothetical protein LOC68295	1.29	6.44	9.01	5.15	1.29	1.29	0	2.58	5157-Bmal1_n3R1	0	mle	1	23.9041916168	3.9434011884	7.9064925174	4.0783333333	0.8808924991	0.8544241656	0.7381218223	6.94585967626E-005	0.000034722	0.0024603021
5158	chr2	167144321	167144510	167144415	7	intron (uc008nzm.1, intron 1 of 8)	intron (NM_019835, intron 1 of 8)	30263	uc008nzm.1	B4galt5	beta-1,4-galactosyltransferase 5	5.15	7.73	9.01	1.29	1.29	0	0	2.58	5158-Bmal1_n3R1	0	burg	1	23.7619047619	3.8728859434	5.6561705011	4.0783333333	0.7284537155	0.6681100968	0.8433943947	0.0028333315	9.30812558799E-005	0.0065954718
5159	chr4	106979741	106979920	106979830	7	promoter-TSS (uc008tzq.1)	promoter-TSS (NM_007860)	-82	uc008tzq.1	Dio1	type I iodothyronine deiodinase	3.86	5.15	9.01	2.58	2.58	1.29	0	0	5159-Bmal1_n3R1	0	burg	1	23.3450292398	2.7321658024	7.2129540534	4.0783333333	0.6329084791	0.5513325855	0.615298358	0.011002328	0.0002399262	0.017000482
5160	chr4	134471171	134471450	134471345	7	promoter-TSS (uc008vfv.1)	promoter-TSS (NM_027935)	-479	uc008vfv.1	Tmem50a	transmembrane protein 50A	1.29	10.3	10.3	0	0	2.58	1.29	1.29	5160-Bmal1_n3R1	0	burg	1	21.8142076503	5.2723064736	6.7504743867	4.0783333333	0.6649213353	0.5904594098	1.0997701234	0.0072972713	0.0001759977	0.0124706907
5161	chr5	24570731	24570980	24570880	7	intron (uc008wsm.2, intron 1 of 15)	intron (NM_145401, intron 1 of 15)	35605	uc008wsm.2	Prkag2	5'-AMP-activated protein kinase subunit gamma-2	2.58	10.3	6.44	3.86	1.29	0	1.29	1.29	5161-Bmal1_n3R1	0	burg	1	23.3450292398	3.9895251524	6.6179341972	4.0783333333	0.7280407182	0.6676053223	0.8433943947	0.0028527748	9.33582290681E-005	0.0066150974
5162	chr5	35770651	35770901	35770810	7	Intergenic	Intergenic	39010	uc008xds.1	Hmx1	homeobox protein HMX1	5.15	3.86	10.3	2.58	0	2.58	1.29	0	5162-Bmal1_n3R1	1	yule-walker	1	23.0751445087	3.047189044	6.5719790111	4.0783333333	0.4733366431	0.3563003415	0.7819995824	0.0558340284	0.0009245138	0.0655084047
5163	chr5	53054661	53054840	53054750	7	intron (uc008xko.1, intron 5 of 10)	intron (NM_172490, intron 5 of 10)	6190	uc008xko.1	Sepsecs	O-phosphoseryl-tRNA(Sec) selenium transferase	6.44	6.44	9.01	0	0	2.58	0	0	5163-Bmal1_n3R1	0	burg	1	24.0481927711	3.6173745723	3.9598456407	4.0783333333	0.6240844272	0.5405476333	0.8433943947	0.0122435237	0.0002618269	0.0185523048
5164	chr5	109137451	109137591	109137535	7	Intergenic	Intergenic	14273	uc008ypa.2	Fgfrl1	fibroblast growth factor receptor-like 1 isoform	5.15	9.01	7.73	1.29	1.29	0	0	0	5164-Bmal1_n3R1	1	default	1	24	3.8945470524	5.1113200557	4.0783333333	0.7549158561	0.700452713	0.8433943947	0.0017861522	7.27274774981E-005	0.0051532613
5165	chr5	110523451	110523850	110523620	7	Intergenic	Intergenic	-5338	uc008ypo.2	Plcxd1	PI-PLC X domain-containing protein 1	2.58	3.86	11.59	5.15	0	1.29	0	2.58	5165-Bmal1_n3R1	0	burg	1	22.9425287356	4.3461371712	8.4307836996	4.0783333333	0.7019908897	0.635766643	0.9189421224	0.0043055926	0.0001207579	0.0085565566
5166	chr5	118954761	118954980	118954870	7	Intergenic	Intergenic	-55858	uc008zgm.1	Med13l	mediator of RNA polymerase II transcription	2.58	3.86	3.86	9.01	2.58	2.58	0	1.29	5166-Bmal1_n3R1	1	burg	1	23.0751445087	2.2311493509	11.2324831635	4.0783333333	0.4978921965	0.3863126846	0.5587048168	0.0450387542	0.0007687981	0.0544748354
5167	chr5	125955981	125956270	125956125	7	promoter-TSS (uc008zrs.1)	promoter-TSS (NM_030210)	-118	uc008zrs.1	Aacs	acetoacetyl-CoA synthetase	3.86	6.44	11.59	0	1.29	1.29	1.29	0	5167-Bmal1_n3R1	0	burg	1	23.3450292398	4.0813156905	6.2158736265	4.0783333333	0.5523518025	0.4528744253	0.9717228939	0.02686679	0.0004958933	0.0351375816
5168	chr5	140267721	140268040	140267805	7	intron (uc009ahd.1, intron 1 of 2)	CpG	390	uc009ahd.1	Mafk	transcription factor MafK	2.58	9.01	10.3	1.29	1.29	0	0	0	5168-Bmal1_n3R1	0	burg	1	23.0751445087	4.7659154486	6.7268230964	4.0783333333	0.7381804164	0.6799982867	0.9882120454	0.0024044158	0.000084542	0.0059904072
5169	chr5	145705211	145705460	145705345	7	intron (uc009alv.1, intron 1 of 17)	ID_B1|SINE|B4	21364	uc009alv.1	Smurf1	E3 ubiquitin-protein ligase SMURF1 isoform 1	6.44	10.3	2.58	3.86	1.29	0	1.29	0	5169-Bmal1_n3R1	1	burg	1	26.6133333333	2.9828326436	2.1518039506	4.0783333333	0.4942063516	0.3818077631	0.8433943947	0.0465457648	0.0007895485	0.0559451519
5170	chr6	28454621	28454840	28454730	7	intron (uc009bct.1, intron 1 of 23)	intron (NM_019776, intron 1 of 23)	24382	uc009bct.1	Snd1	staphylococcal nuclease domain-containing	1.29	2.58	6.44	9.01	5.15	0	0	0	5170-Bmal1_n3R1	0	mle	1	24.0481927711	4.2153597276	10.9029226895	4.0783333333	0.9227091771	0.9055334387	0.7603772654	9.92146238943E-006	2.44457300194E-005	0.0017321546
5171	chr6	34672711	34672950	34672815	7	intron (uc009bhk.1, intron 1 of 11)	intron (NM_145575, intron 1 of 11)	13386	uc009bhk.1	Cald1	caldesmon 1	3.86	5.15	10.3	1.29	1.29	2.58	0	1.29	5171-Bmal1_n3R1	0	burg	1	23.0751445087	3.1376200215	6.4761498349	4.0783333333	0.5213957609	0.4150392633	0.7603772654	0.0362989811	0.0006389594	0.0452748398
5172	chr6	113378111	113378410	113378230	7	exon (uc009dgb.1, exon 5 of 6)	exon (NM_178373, exon 5 of 6)	7489	uc009dgb.1	Cidec	cell death activator CIDE-3	3.86	5.15	11.59	1.29	1.29	1.29	1.29	0	5172-Bmal1_n3R1	0	burg	1	23.2093023256	3.7730911775	6.8865963658	4.0783333333	0.5491341227	0.4489417055	0.9006136037	0.0277468161	0.0005090047	0.0360666193
