ID	Chr	Start	End	SummitPosition	Height	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Symbol	Description	Per2_CT0/ Tag Count in given bp (9923859.0 Total, normalization factor = 1.01, effective total = 10000000)	Per2_CT4/ Tag Count in given bp (9923859.0 Total, normalization factor = 1.01, effective total = 10000000)	Per2_CT8/ Tag Count in given bp (9923859.0 Total, normalization factor = 1.01, effective total = 10000000)	Per2_CT12/ Tag Count in given bp (9923859.0 Total, normalization factor = 1.01, effective total = 10000000)	Per2_CT16/ Tag Count in given bp (9923859.0 Total, normalization factor = 1.01, effective total = 10000000)	Per2_CT20/ Tag Count in given bp (9923859.0 Total, normalization factor = 1.01, effective total = 10000000)	Per2_KO/ Tag Count in given bp (9923859.0 Total, normalization factor = 1.01, effective total = 10000000)	Per_Input/ Tag Count in given bp (9923859.0 Total, normalization factor = 1.01, effective total = 10000000)	ARSER(PeakID)	filter_type	ar_method	period_number	period	amplitude	phase	mean	R_square	R2_adjust	coef_var	pvalue	qvalue	fdr_BH
6974	chr6	140609741	140609990	140609840	7	intron (uc009eok.1, intron 8 of 8)	intron (NM_009637, intron 8 of 8)	37655	uc009eok.1	Aebp2	zinc finger protein AEBP2 isoform 3	1.01	0	1.01	5.04	8.06	1.01	1.01	4.03	6974-Per2_n3R16	0	burg	1	22.5536723164	3.3777181726	15.2123163337	2.6883333333	0.6844906892	0.614377509	1.0744799595	0.0055661488	6.64845871739E-005	0.0120061196
6975	chr7	26066731	26067041	26066955	7	intron (uc009fsa.2, intron 2 of 20)	promoter-TSS (NM_001110131)	14168	uc009fsa.2	Cic	protein capicua homolog isoform b	0	2.02	0	4.03	9.07	1.01	1.01	1.01	6975-Per2_n3R16	0	burg	1	23.6213017751	2.9495129094	15.0109125396	2.6883333333	0.4501529804	0.3279647539	1.178681034	0.0677779515	0.0004508283	0.0814128401
6976	chr9	21066251	21066560	21066365	7	Intergenic	Tigger5|DNA|MER2_type	-3338	uc009okt.1	Atg4d	cysteine protease ATG4D	3.02	1.01	0	2.02	9.07	1.01	2.02	11.08	6976-Per2_n3R16	0	burg	1	22.5536723164	2.8099642414	17.179773021	2.6883333333	0.4180634931	0.2887442694	1.117410505	0.0874863329	0.0005625406	0.1015863922
6977	chr9	45725771	45726020	45725885	7	intron (uc009pgp.1, intron 9 of 16)	intron (NM_008794, intron 9 of 16)	-10935	uc009pgk.1	Rnf214	RING finger protein 214	1.01	1.01	2.02	8.06	1.01	3.02	0	5.04	6977-Per2_n3R16	0	burg	1	22.6818181818	2.082021623	12.7999049163	2.6883333333	0.3585396278	0.2159928784	0.934420514	0.1356014219	0.0008316035	0.1501751172
6978	chr9	121869391	121869611	121869545	7	intron (uc012hcu.1, intron 1 of 4)	intron (NM_001199927, intron 1 of 4)	9395	uc012hcu.1	Fam198a	hypothetical protein LOC245050 isoform 1	0	0	1.01	5.04	9.07	1.01	0	4.03	6978-Per2_n3R16	0	burg	1	23.0751445087	3.7807592056	14.8642872128	2.6883333333	0.6710958159	0.5980059972	1.2369202574	0.0067113872	7.5113398777E-005	0.0135643535
6979	chr11	77580161	77580340	77580250	7	Intergenic	CpG	-10517	uc007khg.1	Myo18a	myosin-XVIIIa	2.02	1.01	0	2.02	7.05	4.03	0	2.02	6979-Per2_n3R16	1	burg	1	22.5536723164	2.6200811488	18.0019727663	2.6883333333	0.6901799753	0.621331081	0.8558381587	0.0051285274	6.31874722534E-005	0.01141071
6980	chr11	118285121	118285340	118285190	7	Intergenic	Intergenic	-4864	uc007mpd.1	Cant1	soluble calcium-activated nucleotidase 1 isoform	2.02	1.01	0	0	5.04	8.06	0	3.02	6980-Per2_n3R16	0	mle	1	24.7950310559	3.4517716003	19.8432194617	2.6883333333	0.7644545438	0.7121111091	1.0961554224	0.0014939508	3.45036123316E-005	0.006230835
6981	chr12	104664131	104664370	104664265	7	promoter-TSS (uc007ovi.2)	promoter-TSS (NM_001159502)	-260	uc007ovi.2	Ddx24	ATP-dependent RNA helicase DDX24 isoform 1	1.01	2.02	3.02	0	2.02	8.06	1.01	9.07	6981-Per2_n3R16	1	mle	1	26.091503268	1.880638844	20.7437165245	2.6883333333	0.2678751212	0.1051807037	0.9592659817	0.2458290728	0.0014377306	0.2596325912
6982	chr12	111392801	111393061	111392910	7	intron (uc007pbg.1, intron 2 of 2)	Intergenic	3356	uc007pbg.1	AK014028	Mus musculus 13 days embryo head cDNA, RIKEN full-length enriched library, clone:3110009F21 product:unclassifiable, full insert sequence.	1.01	1.01	3.02	2.02	0	9.07	3.02	9.07	6982-Per2_n3R16	1	burg	1	27.7222222222	1.7517955319	19.6342556731	2.6883333333	0.1709363718	-0.01329999	1.117410505	0.4301752125	0.0024368438	0.4400574552
6983	chr12	111698701	111698980	111698865	7	Intergenic	intron (NM_001135001, intron 2 of 13)	-25109	uc007pbl.1	Ppp2r5c	serine/threonine-protein phosphatase 2A 56 kDa	1.01	1.01	0	2.02	8.06	4.03	2.02	5.04	6983-Per2_n3R16	1	yule-walker	1	23.2093023256	2.8543110692	17.3622458208	2.6883333333	0.6092099755	0.5223677478	1.0068884944	0.0145796001	0.0001282054	0.0231519664
6984	chr13	42183761	42184010	42183885	7	intron (uc007qfk.1, intron 2 of 8)	intron (NM_007772, intron 2 of 8)	36495	uc007qfk.1	Hivep1	zinc finger protein 40	1.01	1.01	4.03	0	1.01	9.07	1.01	12.09	6984-Per2_n3R16	1	mle	1	26.7919463087	1.9383845927	20.4834537587	2.6883333333	0.1897243095	0.009663045	1.1585505829	0.3880142211	0.0022080955	0.3987489396
6985	chr13	56546411	56546630	56546520	7	intron (uc007qsn.2, intron 2 of 7)	intron (NM_177809, intron 2 of 7)	6804	uc007qsn.2	Slc25a48	solute carrier family 25 member 48	0	1.01	2.02	5.04	7.05	1.01	2.02	7.05	6985-Per2_n3R16	1	mle	1	23.0751445087	2.9451900173	14.0182403378	2.6883333333	0.7211151564	0.6591407468	0.934420514	0.0031945678	4.72913389299E-005	0.0085401067
6986	chr13	120251351	120251551	120251450	7	promoter-TSS (uc007rzj.2)	promoter-TSS (NM_001113550)	-115	uc007rzj.2	4833420G17Rik	hypothetical protein LOC67392	1.01	2.02	0	2.02	4.03	7.05	2.02	2.02	6986-Per2_n3R16	1	burg	1	25.2658227848	2.3436209633	19.1211734193	2.6883333333	0.6113241245	0.5249517077	0.8558381587	0.0142280091	0.0001260085	0.0227552429
6987	chr14	70908621	70908841	70908755	7	intron (uc007uoc.2, intron 2 of 19)	intron (NR_033241, intron 2 of 19)	11336	uc007uoc.2	Bmp1	bone morphogenetic protein 1 precursor	0	1.01	1.01	2.02	4.03	8.06	1.01	6.05	6987-Per2_n3R16	1	burg	1	27.3424657534	2.4827934799	17.8095980351	2.6883333333	0.5403271135	0.4381775832	1.0068884944	0.0302705279	0.0002292548	0.0413999785
6988	chr15	62111151	62111480	62111260	7	Intergenic	Intergenic	-60309	uc007vyp.1	H2afy2	RecName: Full=Core histone macro-H2A.2;          Short=Histone macroH2A2;          Short=mH2A2;	1.01	1.01	1.01	3.02	2.02	8.06	0	10.08	6988-Per2_n3R16	1	burg	1	27.5310344828	2.1168687473	18.4588665582	2.6883333333	0.4122611368	0.2816525005	0.934420514	0.0914807758	0.0005858907	0.1058030745
6989	chr19	8797911	8798080	8797995	7	promoter-TSS (uc008gml.1)	promoter-TSS (NM_001161413)	18	uc008gml.1	AK036616	Mus musculus adult male bone cDNA, RIKEN full-length enriched library, clone:9830141O04 product:Mus musculus U22 snoRNA host gene (UHG) gene, complete sequence, full insert sequence.	0	1.01	2.02	2.02	7.05	4.03	2.02	8.06	6989-Per2_n3R16	1	burg	1	25.5897435897	2.0950267942	15.5165359189	2.6883333333	0.5290823283	0.4244339568	0.8558381587	0.0337483424	0.0002508976	0.0453083449
6990	chr14	75454581	75454900	75454690	10	Intergenic	Intergenic	38906	uc007uqk.1	5031414D18Rik	hypothetical protein LOC271221	0	0	2.02	0	1.01	13.1	0	2.02	6990-Per2_n3R16	0	burg	1	26.4370860927	3.7741340287	19.8937421262	2.6883333333	0.338619355	0.1916458783	1.7536139649	0.1556079087	0.0009426664	0.1702314135
6991	chr2	58969261	58969480	58969370	9	intron (uc008jsx.1, intron 1 of 14)	L1MA6|LINE|L1	29314	uc008jsx.1	Ccdc148	coiled-coil domain-containing protein 148	3.02	1.01	1.01	1.01	1.01	9.07	2.02	10.08	6991-Per2_n3R16	0	yule-walker	1	25.2658227848	3.0913251701	21.0444772982	2.6883333333	0.5524971332	0.4530520517	1.0961554224	0.0268275614	0.0002077075	0.0375088584
6992	chr13	9702211	9702380	9702295	9	intron (uc007pkz.2, intron 4 of 14)	intron (NM_144516, intron 3 of 13)	62265	uc007pkz.2	Zmynd11	zinc finger MYND domain-containing protein 11	1.01	1.01	0	3.02	9.07	2.02	2.02	3.02	6992-Per2_n3R16	0	burg	1	23.6213017751	2.9688421166	16.1235178177	2.6883333333	0.5135537231	0.4054545505	1.117410505	0.0390532316	0.0002828363	0.0510759887
6993	chr13	34094081	34094340	34094220	9	promoter-TSS (uc007qay.1)	promoter-TSS (NM_009068)	-533	uc007qay.1	Ripk1	receptor-interacting serine/threonine-protein	1.01	0	0	2.02	11.08	2.02	0	2.02	6993-Per2_n3R16	0	burg	1	23.6213017751	3.7232797289	16.4107748859	2.6883333333	0.4922166653	0.3793759242	1.4292891143	0.0473754115	0.0003327467	0.06008906
6994	chr15	85506301	85506440	85506325	9	Intergenic	Intergenic	29857	uc007xdi.1	AK041762	Mus musculus 3 days neonate thymus cDNA, RIKEN full-length enriched library, clone:A630035J15 product:unclassifiable, full insert sequence.	4.03	0	2.02	3.02	5.04	2.02	1.01	8.06	6994-Per2_n3R16	0	burg	1	22.0552486188	1.6832803556	17.0400020454	2.6883333333	0.5076593679	0.3982503386	0.5990435289	0.0412283121	0.0002959187	0.0534384855
6995	chr2	32822361	32822621	32822580	8	Intergenic	CpG	3670	uc012bub.1	Snora65	Mus musculus small nucleolar RNA, H/ACA box 65 (Snora65), small nucleolar RNA.	2.02	0	0	3.02	9.07	2.02	0	5.04	6995-Per2_n3R16	0	burg	1	22.9425287356	3.3151320305	16.6290856099	2.6883333333	0.590910571	0.500001809	1.1382687571	0.0179135705	0.0001497993	0.0270515043
6996	chr2	119444191	119444420	119444305	8	promoter-TSS (uc008ltz.1)	promoter-TSS (NM_001042653)	-64	uc008ltz.1	Oip5	protein Mis18-beta	3.02	1.01	1.01	1.01	8.06	2.02	3.02	5.04	6996-Per2_n3R16	0	burg	1	22.8114285714	2.2923056815	17.747117005	2.6883333333	0.4093615231	0.2781085282	0.934420514	0.0935293271	0.0005980155	0.1079926251
6997	chr4	138667321	138667610	138667480	8	intron (uc008vlu.2, intron 1 of 3)	intron (NM_001163006, intron 1 of 3)	-18580	uc008vls.1	Nbl1	neuroblastoma suppressor of tumorigenicity 1	1.01	1.01	1.01	11.08	1.01	1.01	2.02	4.03	6997-Per2_n3R16	0	burg	1	22.4269662921	3.323210777	12.7707618338	2.6883333333	0.4036335172	0.2711076322	1.3959829221	0.0976808706	0.0006209711	0.1121380642
6998	chr7	6123641	6123811	6123795	8	promoter-TSS (uc009fat.2)	promoter-TSS (NM_001146024)	-389	uc009fat.2	Zfp444	zinc finger protein 444	0	0	3.02	2.02	6.05	5.04	0	2.02	6998-Per2_n3R16	1	mle	1	27.7222222222	2.0872322026	15.0287656585	2.6883333333	0.5648250403	0.4681194937	0.8569233859	0.0236585182	0.0001870276	0.0337743852
6999	chr8	95721611	95721791	95721715	8	promoter-TSS (uc009mun.1)	promoter-TSS (NM_053200)	2	uc009mun.1	Ces1d	carboxylesterase 3 precursor	8.06	1.01	0	2.02	3.02	2.02	2.02	5.04	6999-Per2_n3R16	0	burg	1	23.3450292398	2.3154421009	21.2854944404	2.6883333333	0.4332918549	0.3073567116	0.9592659817	0.0776457243	0.0005068285	0.091525625
7000	chr8	96703971	96704180	96704075	8	exon (uc009mvw.2, exon 3 of 3)	exon (NM_013602, exon 3 of 3)	1086	uc009mvw.2	Mt1	metallothionein-1	0	2.02	0	8.06	4.03	2.02	0	1.01	7000-Per2_n3R16	1	mle	1	23.2093023256	2.6957262934	13.6826040303	2.6883333333	0.491468774	0.3784618349	1.0299873625	0.0476902188	0.0003346706	0.0604364988
7001	chr8	113573121	113573500	113573215	8	intron (uc009nlo.1, intron 13 of 20)	B1_Mm|SINE|Alu	-6929	uc009nlp.1	Exosc6	exosome complex exonuclease MTR3	0	1.01	1.01	2.02	9.07	3.02	1.01	4.03	7001-Per2_n3R16	1	default	1	24	2.7948383207	15.9960546627	2.6883333333	0.4834884703	0.3687081303	1.117410505	0.0511517024	0.0003548856	0.0640870142
7002	chr12	85543131	85543330	85543230	8	intron (uc007oem.2, intron 1 of 12)	intron (NM_001163501, intron 1 of 12)	16601	uc007oem.2	C130039O16Rik	hypothetical protein LOC238317	2.02	1.01	1.01	1.01	8.06	3.02	0	5.04	7002-Per2_n3R16	0	burg	1	23.7619047619	2.3449322683	17.5074462127	2.6883333333	0.4610196574	0.341246248	0.934420514	0.0619552577	0.0004172513	0.0753493361
7003	chr13	47340181	47340410	47340295	8	3' UTR (uc007qhx.2, exon 8 of 8)	3' UTR (NM_146042, exon 8 of 8)	-96256	uc007qhy.1	AK044426	Mus musculus adult retina cDNA, RIKEN full-length enriched library, clone:A930002C04 product:unclassifiable, full insert sequence.	0	0	0	6.05	8.06	2.02	3.02	1.01	7003-Per2_n3R16	0	burg	1	22.3016759777	3.8325716469	15.4461915055	2.6883333333	0.727971835	0.6675211317	1.1984734067	0.0028560278	4.49126340526E-005	0.0081105483
7004	chr13	56652181	56652310	56652195	8	Intergenic	Intergenic	-2346	uc007qst.2	Lect2	leukocyte cell-derived chemotaxin-2 precursor	1.01	1.01	1.01	4.03	2.02	7.05	2.02	4.03	7004-Per2_n3R16	0	mle	1	26.4370860927	1.7199840097	17.7876213194	2.6883333333	0.3650287404	0.2239240161	0.8278945749	0.1295368429	0.0007983158	0.1441638577
7005	chr15	58880811	58881011	58880920	8	intron (uc007vty.2, intron 3 of 14)	intron (NM_144800, intron 3 of 14)	32670	uc007vty.2	Mtss1	metastasis suppressor protein 1 isoform 1	1.01	1.01	1.01	8.06	2.02	3.02	0	3.02	7005-Per2_n3R16	0	burg	1	23.0751445087	2.1759436344	13.5760091865	2.6883333333	0.3869927223	0.2507688828	0.934420514	0.1105593146	0.0006933016	0.1251998677
7006	chr17	27764451	27764790	27764560	8	Intergenic	RSINE1|SINE|B4	-4223	uc008bpg.1	Nudt3	diphosphoinositol polyphosphate phosphohydrolase	1.01	0	1.01	2.02	9.07	3.02	2.02	2.02	7006-Per2_n3R16	0	burg	1	24.0481927711	2.9986941088	16.3549365694	2.6883333333	0.5516027339	0.4519588969	1.117410505	0.0270696912	0.000209147	0.0377688104
7007	chr19	33052961	33053180	33053070	8	Intergenic	MTD|LTR|MaLR	172034	uc012bko.1	B430203M17Rik	Mus musculus 9.5 days embryo parthenogenote cDNA, RIKEN full-length enriched library, clone:B130018L04 product:unclassifiable, full insert sequence.	1.01	0	0	5.04	8.06	2.02	1.01	5.04	7007-Per2_n3R16	0	burg	1	22.8114285714	3.4552346618	15.7473726971	2.6883333333	0.7056097863	0.6401897388	1.0961554224	0.0040752585	5.47653076859E-005	0.0098897934
7008	chr1	182935801	182936060	182935815	7	intron (uc007dwz.1, intron 1 of 8)	RSINE1|SINE|B4	11696	uc007dwz.1	Ephx1	epoxide hydrolase 1	2.02	2.02	3.02	2.02	7.05	0	2.02	7.05	7008-Per2_n3R16	0	mle	1	24.0481927711	1.41472575	13.4365109361	2.6883333333	0.217313067	0.0433826374	0.7992657489	0.3320063384	0.0019028598	0.3436279548
7009	chr2	91227791	91228000	91227885	7	intron (uc008kvt.1, intron 2 of 8)	intron (NM_175123, intron 2 of 8)	56904	uc008kvt.1	1110051M20Rik	hypothetical protein LOC228356	3.02	1.01	2.02	1.01	2.02	7.05	1.01	4.03	7009-Per2_n3R16	0	yule-walker	1	25.5897435897	2.2012602944	20.799762957	2.6883333333	0.5665310793	0.4702046525	0.7692699206	0.0232439986	0.0001843546	0.0332916735
7010	chr3	101317511	101317730	101317620	7	Intergenic	Intergenic	90960	uc008qrj.1	Atp1a1	sodium/potassium-transporting ATPase subunit	2.02	3.02	1.01	1.01	7.05	2.02	0	6.05	7010-Per2_n3R16	0	burg	1	23.6213017751	1.3408593087	17.8292645161	2.6883333333	0.211969455	0.0368515561	0.7692699206	0.3423290321	0.001959828	0.3539155532
7011	chr3	150014851	150015090	150014965	7	Intergenic	Intergenic	-691612	uc008rsh.1	AK139864	Mus musculus 2 cells egg cDNA, RIKEN full-length enriched library, clone:B020030O10 product:unclassifiable, full insert sequence.	0	1.01	1.01	8.06	4.03	2.02	0	4.03	7011-Per2_n3R16	0	burg	1	23.2093023256	2.9938047591	13.5104750172	2.6883333333	0.6433737559	0.5641234794	1.0068884944	0.0096596157	9.51174273479E-005	0.0171767812
7012	chr4	105830131	105830360	105830245	7	Intergenic	Intergenic	-158573	uc008tyh.2	Usp24	ubiquitin carboxyl-terminal hydrolase 24	0	1.01	1.01	2.02	7.05	5.04	3.02	10.08	7012-Per2_n3R16	1	mle	1	25.4267515924	2.4227573974	16.5765162587	2.6883333333	0.6008991836	0.5122101133	0.934420514	0.016027721	0.000137455	0.0248223158
7013	chr4	122633691	122633900	122633795	7	intron (uc008uoo.2, intron 3 of 13)	intron (NM_029662, intron 3 of 13)	4636	uc008uoo.2	Mfsd2a	major facilitator superfamily domain-containing	1.01	0	1.01	2.02	5.04	7.05	1.01	3.02	7013-Per2_n3R16	1	burg	1	25.2658227848	2.6669482967	18.056180115	2.6883333333	0.7172935011	0.6544698347	0.934420514	0.0033963393	4.88319276739E-005	0.0088183139
7014	chr5	123247921	123248150	123248035	7	intron (uc008zmg.1, intron 11 of 16)	intron (NM_021505, intron 11 of 16)	-18616	uc008zlz.2	Camkk2	calcium/calmodulin-dependent protein kinase	1.01	3.02	1.01	2.02	2.02	7.05	0	7.05	7014-Per2_n3R16	0	burg	1	25.9220779221	1.6202199566	20.276737031	2.6883333333	0.3217798957	0.171064317	0.7692699206	0.1742480661	0.0010456833	0.1888347317
7015	chr6	21963471	21963720	21963580	7	intron (uc009bav.1, intron 1 of 21)	intron (NM_001081351, intron 1 of 21)	27685	uc009bav.1	A430107O13Rik	hypothetical protein LOC214642	0	0	2.02	8.06	2.02	4.03	0	4.03	7015-Per2_n3R16	0	burg	1	23.7619047619	2.5863609919	13.2603515362	2.6883333333	0.4731172864	0.356032239	1.0299873625	0.0559387523	0.0003832262	0.0692048966
7016	chr6	56869711	56869970	56869855	7	intron (uc009cbr.2, intron 1 of 8)	intron (NM_026004, intron 1 of 8)	4086	uc009cbr.2	Nt5c3	cytosolic 5'-nucleotidase 3	0	2.02	3.02	1.01	8.06	2.02	0	3.02	7016-Per2_n3R16	0	mle	1	24.7950310559	1.7335636203	14.3390971438	2.6883333333	0.2471730887	0.0798782195	0.9592659817	0.2786943147	0.0016147162	0.291593542
7017	chr7	31278361	31278541	31278475	7	promoter-TSS (uc009geo.1)	promoter-TSS (NM_019546)	-226	uc009geo.1	Prodh2	probable proline dehydrogenase 2	2.02	3.02	1.01	1.01	7.05	2.02	2.02	11.08	7017-Per2_n3R16	0	burg	1	23.6213017751	1.3408593087	17.8292645161	2.6883333333	0.211969455	0.0368515561	0.7692699206	0.3423290321	0.001959828	0.3539155532
7018	chr7	91754131	91754321	91754240	7	exon (uc009iej.2, exon 1 of 14)	exon (NM_010176, exon 1 of 14)	226	uc009iej.2	Fah	fumarylacetoacetase	2.02	0	2.02	2.02	3.02	7.05	2.02	3.02	7018-Per2_n3R16	0	burg	1	26.6133333333	2.0925972748	18.7508435841	2.6883333333	0.5479717661	0.4475210475	0.7992657489	0.0280701691	0.0002154793	0.038912333
7019	chr8	14256341	14256510	14256395	7	intron (uc012gac.1, intron 1 of 14)	intron (NM_172910, intron 2 of 15)	160550	uc012gac.1	Dlgap2	disks large-associated protein 2 isoform 2	0	1.01	1.01	5.04	3.02	6.05	1.01	8.06	7019-Per2_n3R16	0	default	1	24	1.7862237762	16	2.6883333333	0.3968331724	0.2627960996	0.8290163826	0.1027941782	0.0006502456	0.1174245967
7020	chr8	108466541	108466680	108466585	7	TTS (uc009ner.1)	TTS (NM_009195)	692	uc009neq.2	Lcat	phosphatidylcholine-sterol acyltransferase	2.02	1.01	1.01	2.02	7.05	3.02	2.02	3.02	7020-Per2_n3R16	0	burg	1	23.6213017751	2.1298153446	17.1417942055	2.6883333333	0.5666600632	0.4703622994	0.7692699206	0.0232128904	0.0001842521	0.0332731599
7021	chr9	57546361	57546590	57546475	7	intron (uc009pvo.2, intron 1 of 6)	intron (NM_001136059, intron 1 of 6)	1055	uc009pvo.2	Cyp1a1	cytochrome P450 1A1 isoform 2	0	1.01	0	7.05	6.05	2.02	0	2.02	7021-Per2_n3R16	0	burg	1	23.4823529412	3.1539823852	14.3826255384	2.6883333333	0.6616017079	0.5864020875	1.0525794476	0.0076282819	8.18059405516E-005	0.0147729262
7022	chr9	69075751	69075960	69075855	7	intron (uc009qmx.1, intron 2 of 10)	intron (NM_013646, intron 2 of 10)	-169950	uc009qnf.1	Narg2	NMDA receptor-regulated protein 2	2.02	2.02	0	2.02	7.05	3.02	1.01	4.03	7022-Per2_n3R16	1	burg	1	21.5783783784	2.1546508862	18.107981776	2.6883333333	0.5032305268	0.3928373105	0.7992657489	0.0429236902	0.0003058292	0.055228165
7023	chr10	60674581	60674780	60674680	7	intron (uc007ffu.1, intron 14 of 21)	intron (NM_001081127, intron 14 of 21)	39968	uc007ffo.2	Tbata	protein SPATIAL isoform 2	2.02	1.01	1.01	2.02	3.02	7.05	1.01	5.04	7023-Per2_n3R16	0	burg	1	25.7548387097	2.2156558042	19.4379141085	2.6883333333	0.647473498	0.5691342753	0.7692699206	0.0091698656	9.17516248591E-005	0.0165689677
7024	chr11	68910681	68910851	68910740	7	Intergenic	Intergenic	-2894	uc007jph.2	Per1	period circadian protein homolog 1	2.02	1.01	1.01	2.02	3.02	7.05	1.01	2.02	7024-Per2_n3R16	0	burg	1	25.7548387097	2.2156558042	19.4379141085	2.6883333333	0.647473498	0.5691342753	0.7692699206	0.0091698656	9.17516248591E-005	0.0165689677
7025	chr11	79473821	79473980	79473900	7	intron (uc007kku.1, intron 3 of 14)	intron (NM_175543, intron 3 of 14)	14730	uc007kkw.1	AK019731	Mus musculus adult male testis cDNA, RIKEN full-length enriched library, clone:1700020F10 product:unclassifiable, full insert sequence.	1.01	0	2.02	4.03	7.05	2.02	0	2.02	7025-Per2_n3R16	0	burg	1	22.8114285714	2.7147349615	15.1884825471	2.6883333333	0.7270254282	0.6663644123	0.8558381587	0.0029010143	4.51342291712E-005	0.008150565
7026	chr11	90241641	90241830	90241735	7	intron (uc007kws.1, intron 2 of 3)	intron (NM_172563, intron 2 of 3)	10496	uc007kws.1	Hlf	hepatic leukemia factor	2.02	0	3.02	7.05	2.02	2.02	2.02	2.02	7026-Per2_n3R16	1	burg	1	22.3016759777	2.1740835964	13.2027136802	2.6883333333	0.5246997297	0.4190774474	0.7992657489	0.0351848963	0.0002593635	0.0468371607
7027	chr12	105646621	105646840	105646730	7	intron (uc007oxg.1, intron 1 of 4)	intron (NM_009252, intron 1 of 4)	1812	uc007oxg.1	Serpina3n	serine protease inhibitor A3N precursor	1.01	1.01	0	1.01	7.05	6.05	1.01	7.05	7027-Per2_n3R16	1	default	1	24	2.9695472906	18.4016354559	2.6883333333	0.6760473278	0.6040578451	1.0299873625	0.0062685494	7.18847020896E-005	0.0129812993
7028	chr15	58973351	58973660	58973395	7	Intergenic	Intergenic	-59924	uc007vty.2	Mtss1	metastasis suppressor protein 1 isoform 1	1.01	1.01	4.03	2.02	1.01	7.05	0	10.08	7028-Per2_n3R16	0	default	1	24	0.6431378369	20.2965580996	2.6883333333	0.0460562244	-0.1659312813	0.8278945749	0.8088211588	0.0044916547	0.8111254926
7029	chr15	61815091	61815310	61815200	7	Intergenic	Intergenic	-1696	uc007vyh.1	Myc	myc proto-oncogene protein isoform b	2.02	2.02	1.01	1.01	3.02	7.05	0	11.08	7029-Per2_n3R16	0	mle	1	24.7950310559	2.2337271489	20.4756065657	2.6883333333	0.6345728851	0.5533668595	0.7692699206	0.0107796202	0.0001024969	0.0185093967
7030	chr15	99670561	99670760	99670660	7	intron (uc007xqi.2, intron 2 of 10)	MLT1G3|LTR|MaLR	35227	uc007xqi.2	Lima1	LIM domain and actin-binding protein 1 isoform	1.01	4.03	1.01	2.02	1.01	7.05	2.02	9.07	7030-Per2_n3R16	1	default	1	24	1.4589099977	22.3709452283	2.6883333333	0.2279974353	0.0564413098	0.8278945749	0.3120932272	0.0017962752	0.3243803622
7031	chr16	30066961	30067160	30067060	7	exon (uc007ywl.1, exon 4 of 4)	exon (NM_008235, exon 4 of 4)	1617	uc007ywl.1	Hes1	transcription factor HES-1	1.01	1.01	1.01	4.03	2.02	7.05	2.02	0	7031-Per2_n3R16	0	mle	1	26.4370860927	1.7199840097	17.7876213194	2.6883333333	0.3650287404	0.2239240161	0.8278945749	0.1295368429	0.0007983158	0.1441638577
7032	chr16	33184991	33185200	33185095	7	promoter-TSS (uc007yzy.2)	promoter-TSS (NM_176840)	-62	uc007yzy.2	Osbpl11	oxysterol-binding protein-related protein 11	2.02	1.01	2.02	1.01	3.02	7.05	2.02	3.02	7032-Per2_n3R16	1	mle	1	25.5897435897	2.0701141671	19.8838220589	2.6883333333	0.5475899682	0.4470544056	0.7692699206	0.0281770173	0.0002161116	0.0390265153
7033	chr17	28827861	28828050	28827955	7	promoter-TSS (uc008brl.2)	promoter-TSS (NM_001168508)	-332	uc008brl.2	Mapk14	mitogen-activated protein kinase 14 isoform 1	2.02	0	4.03	1.01	2.02	7.05	1.01	5.04	7033-Per2_n3R16	1	mle	1	27.3424657534	1.5123552846	19.2449236535	2.6883333333	0.2240688201	0.051639669	0.8558381587	0.3193040428	0.0018346819	0.3313160422
7034	chr19	56646511	56646700	56646605	7	intron (uc008hzc.1, intron 3 of 10)	B4A|SINE|B4	23854	uc008hzc.1	Nhlrc2	NHL repeat-containing protein 2	1.01	0	0	7.05	6.05	2.02	0	2.02	7034-Per2_n3R16	0	burg	1	22.8114285714	3.3255279139	15.0637032311	2.6883333333	0.7066806994	0.6414986326	1.0525794476	0.0040089707	5.41411178576E-005	0.0097770741
7035	chr19	57620771	57621020	57620800	7	Intergenic	Intergenic	37841	uc008iah.1	AK040090	Mus musculus 12 days embryo male wolffian duct includes surrounding region cDNA, RIKEN full-length enriched library, clone:6720468P15 product:unclassifiable, full insert sequence.	1.01	1.01	1.01	4.03	7.05	2.02	2.02	9.07	7035-Per2_n3R16	0	burg	1	23.2093023256	2.4735808352	15.3811225338	2.6883333333	0.6479497264	0.5697163322	0.8278945749	0.0091142532	9.14186416934E-005	0.0165088359
7036	chr1	39870101	39870290	39870195	8	Intergenic	Intergenic	-8018	uc007ato.2	Gm3646	hypothetical protein LOC100042065	3.02	1.01	0	1.01	3.02	8.06	1.01	6.05	7036-Per2_n3R16	0	mle	1	24.6419753086	3.211230288	20.4205550585	2.6866666667	0.7890467771	0.7421682832	0.9840148966	0.0009095734	3.06104140709E-005	0.0055277818
7037	chr8	121970131	121970331	121970230	8	promoter-TSS (uc009npq.1)	promoter-TSS (NM_054095)	-388	uc009npq.1	Necab2	N-terminal EF-hand calcium-binding protein 2	4.03	1.01	3.02	0	0	8.06	2.02	1.01	7037-Per2_n3R16	0	yule-walker	1	24.7950310559	2.7060913967	22.3696539895	2.6866666667	0.4454172733	0.3221766674	1.0531584204	0.0704447325	0.0004659167	0.0841375767
